,Date,Away,Away_Goals,Home,Home_Goals,MOV,Away_B2B,Home_B2B,Away_ELO,Home_ELO,Away_Win_Prob,Home_Win_Prob,Away_Decimal_Odds,Home_Decimal_Odds
"150,2",2022-03-20,New York Rangers,0,Carolina Hurricanes,0,0,1,0,1498.72892578367,1534.974071024255,0.31502744656488435,0.6849725534351156,3.174326589331117,1.459912510340789
"150,3",2022-03-20,Winnipeg Jets,0,Chicago Blackhawks,0,0,0,1,1500.0379988005302,1471.1529819944997,0.6084733716028636,0.39152662839713637,1.6434572927419355,2.5541046954938453
"150,4",2022-03-20,Arizona Coyotes,0,San Jose Sharks,0,0,1,0,1470.147049144132,1449.8109709182972,0.3962325932277556,0.6037674067722444,2.523770172094846,1.6562669478069791
"150,5",2022-03-20,Buffalo Sabres,0,Vancouver Canucks,0,0,0,1,1440.654305177491,1467.6595878991968,0.5282143512325153,0.47178564876748474,1.8931708267044205,2.119606653174906
"151,0",2022-03-21,Montréal Canadiens,0,Boston Bruins,0,0,0,0,1524.338485276843,1536.007565604796,0.45021315509767545,0.5497868449023245,2.2211701028217314,1.818886736327168
"151,1",2022-03-21,Vegas Golden Knights,0,Minnesota Wild,0,0,0,0,1559.7569702625942,1541.9981702556054,0.49253473383466184,0.5074652661653382,2.0303136637987613,1.9705782182029936
"151,2",2022-03-21,Edmonton Oilers,0,Colorado Avalanche,0,0,0,0,1524.6453623512457,1562.216140913711,0.41314107648654397,0.586858923513456,2.420480695127806,1.703987040042122
"151,3",2022-03-21,Nashville Predators,0,Anaheim Ducks,0,0,0,0,1525.5450930589127,1442.9768930537132,0.5836376068463892,0.4163623931536108,1.7133919889147848,2.401753896229203
"152,0",2022-03-22,New York Rangers,0,New Jersey Devils,0,0,0,0,1498.72892578367,1448.378720253926,0.5389567370122522,0.4610432629877478,1.8554364967095063,2.168993845652561
"152,1",2022-03-22,Columbus Blue Jackets,0,Pittsburgh Penguins,0,0,0,0,1442.0952561020642,1540.7279677509364,0.3287502682443294,0.6712497317556706,3.041822613074777,1.4897585096748938
"152,2",2022-03-22,St. Louis Blues,0,Washington Capitals,0,0,0,0,1485.2672940343534,1536.1204106113955,0.3943346535119441,0.6056653464880559,2.5359171229157793,1.6510767964495399
"152,3",2022-03-22,Tampa Bay Lightning,0,Carolina Hurricanes,0,0,0,0,1563.1276521234515,1534.974071024255,0.5074278121724475,0.4925721878275525,1.9707236694786325,2.0301592836786306
"152,4",2022-03-22,Philadelphia Flyers,0,Detroit Red Wings,0,0,0,0,1471.1582078374126,1452.5229031169015,0.49379267095274426,0.5062073290472557,2.0251414385526583,1.9754751514209061
"152,5",2022-03-22,Boston Bruins,0,New York Islanders,0,0,1,0,1536.007565604796,1541.52762789748,0.35905666014816495,0.640943339851835,2.785075758203035,1.5602003138548362
"152,6",2022-03-22,Vegas Golden Knights,0,Winnipeg Jets,0,0,1,0,1559.7569702625942,1500.0379988005302,0.4521060175180843,0.5478939824819157,2.2118705817933506,1.8251706205461145
"152,7",2022-03-22,Edmonton Oilers,0,Dallas Stars,0,0,1,0,1524.6453623512457,1473.3941648592456,0.4402260374677043,0.5597739625322957,2.2715603233108665,1.7864353595087157
"152,8",2022-03-22,San Jose Sharks,0,Calgary Flames,0,0,0,0,1449.8109709182972,1486.0150445429372,0.4150859154651687,0.5849140845348313,2.4091398015260133,1.709652795923485
"152,9",2022-03-22,Nashville Predators,0,Los Angeles Kings,0,0,1,0,1525.5450930589127,1452.730493774311,0.4702809179501104,0.5297190820498896,2.126388636729855,1.8877930470811675
"153,0",2022-03-23,New Jersey Devils,0,Toronto Maple Leafs,0,0,1,0,1448.378720253926,1521.7383346071497,0.26296845220349063,0.7370315477965094,3.8027375208725744,1.3567940246108636
"153,1",2022-03-23,Pittsburgh Penguins,0,Buffalo Sabres,0,0,1,0,1540.7279677509364,1440.654305177491,0.5071626841423469,0.4928373158576531,1.9717538992267951,2.0290671339684665
"153,2",2022-03-23,Vancouver Canucks,0,Colorado Avalanche,0,0,0,0,1467.6595878991968,1562.216140913711,0.33418524132126604,0.665814758678734,2.992352373331349,1.5019192455037118
"153,3",2022-03-23,Seattle Kraken,0,Arizona Coyotes,0,0,0,0,1500.0,1470.147049144132,0.5098564336386687,0.4901435663613313,1.9613364351673401,2.040218557643589
"153,4",2022-03-23,Chicago Blackhawks,0,Anaheim Ducks,0,0,0,0,1471.1529819944997,1442.9768930537132,0.5074599916286968,0.4925400083713032,1.9705987003832404,2.030291921476044
"154,0",2022-03-24,Tampa Bay Lightning,0,Boston Bruins,0,0,0,0,1563.1276521234515,1536.007565604796,0.5059498663420222,0.4940501336579778,1.9764804114485126,2.0240860833210146
"154,1",2022-03-24,Florida Panthers,0,Montréal Canadiens,0,0,0,0,1545.9482247731423,1524.338485276843,0.4980588741992439,0.5019411258007561,2.0077947644397542,1.9922655239788953
"154,2",2022-03-24,Dallas Stars,0,Carolina Hurricanes,0,0,0,0,1473.3941648592456,1534.974071024255,0.37929586597654386,0.6207041340234561,2.636464274202876,1.6110735295380043
"154,3",2022-03-24,Ottawa Senators,0,New York Islanders,0,0,0,0,1486.7316160132636,1541.52762789748,0.38878960109025984,0.6112103989097402,2.57208525432717,1.6360978180079588
"154,4",2022-03-24,Philadelphia Flyers,0,St. Louis Blues,0,0,0,0,1471.1582078374126,1485.2672940343534,0.44670654692052403,0.553293453079476,2.238606098105644,1.8073591770050428
"154,5",2022-03-24,Vancouver Canucks,0,Minnesota Wild,0,0,1,0,1467.6595878991968,1541.9981702556054,0.2616213866841388,0.7383786133158612,3.822317482046381,1.3543187491702489
"154,6",2022-03-24,San Jose Sharks,0,Edmonton Oilers,0,0,0,0,1449.8109709182972,1524.6453623512457,0.3609397593959507,0.6390602406040493,2.7705454275071997,1.564797708358112
"154,7",2022-03-24,Nashville Predators,0,Vegas Golden Knights,0,0,0,0,1525.5450930589127,1559.7569702625942,0.41792366783677826,0.5820763321632217,2.3927814502014613,1.7179877358758284
"154,8",2022-03-24,Chicago Blackhawks,0,Los Angeles Kings,0,0,1,0,1471.1529819944997,1452.730493774311,0.39348727281691576,0.6065127271830842,2.541378258161062,1.6487700178105846
"155,0",2022-03-25,Washington Capitals,0,Buffalo Sabres,0,0,0,0,1536.1204106113955,1440.654305177491,0.6010305032962439,0.39896949670375614,1.6638090654562117,2.5064572812254933
"155,1",2022-03-25,Pittsburgh Penguins,0,New York Rangers,0,0,0,0,1540.7279677509364,1498.72892578367,0.5271487864645754,0.4728512135354246,1.896997632692455,2.1148301439752633
"155,2",2022-03-25,Columbus Blue Jackets,0,Winnipeg Jets,0,0,0,0,1442.0952561020642,1500.0379988005302,0.38437826277088305,0.615621737229117,2.6016039325201685,1.6243740913063769
"155,3",2022-03-25,Philadelphia Flyers,0,Colorado Avalanche,0,0,1,0,1471.1582078374126,1562.216140913711,0.23887729302601543,0.7611227069739845,4.186249715627399,1.3138485960768747
"155,4",2022-03-25,Arizona Coyotes,0,Calgary Flames,0,0,0,0,1470.147049144132,1486.0150445429372,0.444179983588215,0.555820016411785,2.251339630214107,1.7991435545191659
"155,5",2022-03-25,Seattle Kraken,0,Anaheim Ducks,0,0,0,0,1500.0,1442.9768930537132,0.5483338523724578,0.4516661476275422,1.8237064804103071,2.2140246844991154
"156,0",2022-03-26,New York Islanders,0,Boston Bruins,0,0,0,0,1541.52762789748,1536.007565604796,0.4749433398518351,0.5250566601481649,2.1055143131640994,1.9045563572468762
"156,1",2022-03-26,Tampa Bay Lightning,0,Detroit Red Wings,0,0,0,0,1563.1276521234515,1452.5229031169015,0.6210053265459776,0.3789946734540224,1.610292146062555,2.6385595103127875
"156,2",2022-03-26,Chicago Blackhawks,0,Vegas Golden Knights,0,0,0,0,1471.1529819944997,1559.7569702625942,0.3421828461051899,0.6578171538948101,2.922414175293263,1.5201792687818954
"156,3",2022-03-26,Toronto Maple Leafs,0,Montréal Canadiens,0,0,0,0,1521.7383346071497,1524.338485276843,0.46325815225004574,0.5367418477499543,2.1586236424399616,1.863093038472861
"156,4",2022-03-26,Florida Panthers,0,Ottawa Senators,0,0,0,0,1545.9482247731423,1486.7316160132636,0.551403832787171,0.448596167212829,1.8135528636885205,2.229176424339726
"156,5",2022-03-26,New Jersey Devils,0,Washington Capitals,0,0,0,1,1448.378720253926,1536.1204106113955,0.4433471791252669,0.5566528208747331,2.2555686538324675,1.7964518682014115
"156,6",2022-03-26,Vancouver Canucks,0,Dallas Stars,0,0,0,0,1467.6595878991968,1473.3941648592456,0.45874802970723616,0.5412519702927638,2.1798458745167366,1.8475683321006644
"156,7",2022-03-26,Carolina Hurricanes,0,St. Louis Blues,0,0,0,0,1534.974071024255,1485.2672940343534,0.5380497060127921,0.4619502939872079,1.858564346053606,2.164735065690188
"156,8",2022-03-26,Columbus Blue Jackets,0,Minnesota Wild,0,0,1,0,1442.0952561020642,1541.9981702556054,0.2270637639909184,0.7729362360090816,4.404049252173921,1.2937677824024938
"156,9",2022-03-26,Edmonton Oilers,0,Calgary Flames,0,0,0,1,1524.6453623512457,1486.0150445429372,0.6223655310192936,0.3776344689807064,1.6067727889143006,2.6480633579322195
"156,10",2022-03-26,Seattle Kraken,0,Los Angeles Kings,0,0,1,0,1500.0,1452.730493774311,0.4346096432844665,0.5653903567155335,2.300915351170583,1.7686895224198755
"156,11",2022-03-26,Anaheim Ducks,0,San Jose Sharks,0,0,1,0,1442.9768930537132,1449.8109709182972,0.35716623959655125,0.6428337604034488,2.79981669356427,1.555612137378084
"157,0",2022-03-27,Tampa Bay Lightning,0,New York Islanders,0,0,1,1,1563.1276521234515,1541.52762789748,0.4980449467259881,0.5019550532740119,2.0078509109945353,1.9922102456733526
"157,1",2022-03-27,Buffalo Sabres,0,New York Rangers,0,0,0,0,1440.654305177491,1498.72892578367,0.384193669019143,0.615806330980857,2.602853926648577,1.6238871698626398
"157,2",2022-03-27,Detroit Red Wings,0,Pittsburgh Penguins,0,0,1,0,1452.5229031169015,1540.7279677509364,0.24272132128520327,0.7572786787147967,4.119951204554364,1.320517833272599
"157,3",2022-03-27,Philadelphia Flyers,0,Nashville Predators,0,0,0,0,1471.1582078374126,1525.5450930589127,0.38936408126860966,0.6106359187313903,2.5682903177453915,1.6376370425072966
"157,4",2022-03-27,Colorado Avalanche,0,Minnesota Wild,0,0,0,1,1562.216140913711,1541.9981702556054,0.5960632004039007,0.4039367995960993,1.6776744468076306,2.4756348047514134
"157,5",2022-03-27,Florida Panthers,0,Toronto Maple Leafs,0,0,1,1,1545.9482247731423,1521.7383346071497,0.5017845516437478,0.4982154483562522,1.9928871798149148,2.007163774827278
"157,6",2022-03-27,Montréal Canadiens,0,New Jersey Devils,0,0,1,1,1524.338485276843,1448.378720253926,0.5746058445463371,0.4253941554536629,1.7403234051500471,2.350761022876647
"157,7",2022-03-27,Arizona Coyotes,0,Winnipeg Jets,0,0,0,0,1470.147049144132,1500.0379988005302,0.42408928395225154,0.5759107160477485,2.357994030598025,1.736380261965972
"158,0",2022-03-28,Carolina Hurricanes,0,Washington Capitals,0,0,0,0,1534.974071024255,1536.1204106113955,0.4653502907083371,0.5346497092916629,2.1489188251668243,1.8703835102143085
"158,1",2022-03-28,Vancouver Canucks,0,St. Louis Blues,0,0,0,0,1467.6595878991968,1485.2672940343534,0.44168214542169426,0.5583178545783057,2.2640715962046736,1.7910944308870334
"158,2",2022-03-28,Buffalo Sabres,0,Chicago Blackhawks,0,0,1,0,1440.654305177491,1471.1529819944997,0.3232212670851362,0.6767787329148638,3.0938558252003907,1.4775878013971167
"158,3",2022-03-28,Arizona Coyotes,0,Edmonton Oilers,0,0,1,0,1470.147049144132,1524.6453623512457,0.28920759742529567,0.7107924025747043,3.4577238250399245,1.4068805411786882
"158,4",2022-03-28,Seattle Kraken,0,Los Angeles Kings,0,0,0,0,1500.0,1452.730493774311,0.5346096432844665,0.4653903567155335,1.8705236850131017,2.1487338221991625
"159,0",2022-03-29,Toronto Maple Leafs,0,Boston Bruins,0,0,0,0,1521.7383346071497,1536.007565604796,0.4464764639943284,0.5535235360056716,2.2397597200391353,1.8066079126755572
"159,1",2022-03-29,Carolina Hurricanes,0,Tampa Bay Lightning,0,0,1,0,1534.974071024255,1563.1276521234515,0.3265721878275526,0.6734278121724474,3.062110116150041,1.48494015531382
"159,2",2022-03-29,Montréal Canadiens,0,Florida Panthers,0,0,0,0,1524.338485276843,1545.9482247731423,0.43594112580075606,0.5640588741992439,2.293887731200298,1.7728645815911186
"159,3",2022-03-29,New York Rangers,0,Pittsburgh Penguins,0,0,0,0,1498.72892578367,1540.7279677509364,0.40685121353542464,0.5931487864645754,2.4579009886938183,1.6859176362147426
"159,4",2022-03-29,New York Islanders,0,Columbus Blue Jackets,0,0,0,0,1541.52762789748,1442.0952561020642,0.606311876224551,0.39368812377544904,1.6493162004790494,2.5400817032783487
"159,5",2022-03-29,Ottawa Senators,0,Nashville Predators,0,0,0,0,1486.7316160132636,1525.5450930589127,0.41137412881240565,0.5886258711875944,2.430877223336567,1.6988719812508908
"159,6",2022-03-29,Philadelphia Flyers,0,Minnesota Wild,0,0,0,0,1471.1582078374126,1541.9981702556054,0.36644273075055156,0.6335572692494484,2.7289393842027927,1.578389276765244
"159,7",2022-03-29,Colorado Avalanche,0,Calgary Flames,0,0,0,0,1562.216140913711,1486.0150445429372,0.5749370129708734,0.4250629870291266,1.7393209646265382,2.3525925110281998
"159,8",2022-03-29,Dallas Stars,0,Anaheim Ducks,0,0,0,0,1473.3941648592456,1442.9768930537132,0.5106624774209332,0.4893375225790668,1.9582406074760639,2.043579234900019
"160,0",2022-03-30,Winnipeg Jets,0,Buffalo Sabres,0,0,0,0,1500.0379988005302,1440.654305177491,0.5516374162569416,0.4483625837430584,1.812784939037239,2.230337758453695
"160,1",2022-03-30,New York Rangers,0,Detroit Red Wings,0,0,1,0,1498.72892578367,1452.5229031169015,0.43310653358558915,0.5668934664144109,2.3089007494789575,1.7639998681321534
"160,2",2022-03-30,Los Angeles Kings,0,Edmonton Oilers,0,0,0,0,1452.730493774311,1524.6453623512457,0.36495931230842904,0.635040687691571,2.740031467274617,1.5747022503945194
"160,3",2022-03-30,St. Louis Blues,0,Vancouver Canucks,0,0,0,0,1485.2672940343534,1467.6595878991968,0.4923178545783058,0.5076821454216942,2.031208071575118,1.969736397109994
"160,4",2022-03-30,San Jose Sharks,0,Arizona Coyotes,0,0,0,0,1449.8109709182972,1470.147049144132,0.43776740677224446,0.5622325932277555,2.2843180751468464,1.7786233171916248
"160,5",2022-03-30,Vegas Golden Knights,0,Seattle Kraken,0,0,0,0,1559.7569702625942,1500.0,0.5521591168674214,0.44784088313257864,1.8110721519429507,2.2329359325239637
"161,0",2022-03-31,New Jersey Devils,0,Boston Bruins,0,0,0,0,1448.378720253926,1536.007565604796,0.3434996561714083,0.6565003438285917,2.91121106537875,1.5232284482414438
"161,1",2022-03-31,Winnipeg Jets,0,Toronto Maple Leafs,0,0,1,0,1500.0379988005302,1521.7383346071497,0.3358112524169945,0.6641887475830055,2.9778632871963664,1.5055961180297281
"161,2",2022-03-31,Chicago Blackhawks,0,Florida Panthers,0,0,0,0,1471.1529819944997,1545.9482247731423,0.36099356512538283,0.6390064348746172,2.7701324804852767,1.5649294677231462
"161,3",2022-03-31,Columbus Blue Jackets,0,New York Islanders,0,0,0,0,1442.0952561020642,1541.52762789748,0.3276881237754491,0.6723118762245509,3.0516821558209966,1.4874049311989275
"161,4",2022-03-31,Montréal Canadiens,0,Carolina Hurricanes,0,0,0,0,1524.338485276843,1534.974071024255,0.45169894086516005,0.54830105913484,2.21386394682408,1.8238155541371603
"161,5",2022-03-31,Pittsburgh Penguins,0,Minnesota Wild,0,0,0,0,1540.7279677509364,1541.9981702556054,0.46517203979887833,0.5348279602011217,2.1497422769269616,1.8697601367436936
"161,6",2022-03-31,San Jose Sharks,0,Colorado Avalanche,0,0,1,0,1449.8109709182972,1562.216140913711,0.21065322852121646,0.7893467714787835,4.747138256650468,1.266870323833178
"161,7",2022-03-31,Los Angeles Kings,0,Calgary Flames,0,0,1,0,1452.730493774311,1486.0150445429372,0.3192456842598024,0.6807543157401976,3.1323837699437753,1.468958737210032
"161,8",2022-03-31,Dallas Stars,0,Anaheim Ducks,0,0,0,0,1473.3941648592456,1442.9768930537132,0.5106624774209332,0.4893375225790668,1.9582406074760639,2.043579234900019
"162,0",2022-04-01,Nashville Predators,0,Buffalo Sabres,0,0,0,0,1525.5450930589127,1440.654305177491,0.586793223088051,0.41320677691194896,1.704177827305864,2.420095835487935
"162,1",2022-04-01,Chicago Blackhawks,0,Tampa Bay Lightning,0,0,1,0,1471.1529819944997,1563.1276521234515,0.23764546496814284,0.7623545350318571,4.207949014024119,1.3117256526298648
"162,2",2022-04-01,New York Islanders,0,New York Rangers,0,0,1,0,1541.52762789748,1498.72892578367,0.42828262012801777,0.5717173798719822,2.3349067951930675,1.749115970943402
"162,3",2022-04-01,Ottawa Senators,0,Detroit Red Wings,0,0,0,0,1486.7316160132636,1452.5229031169015,0.5160718222260031,0.4839281777739969,1.93771478490463,2.0664223451501886
"162,4",2022-04-01,St. Louis Blues,0,Edmonton Oilers,0,0,0,0,1485.2672940343534,1524.6453623512457,0.4105718188351084,0.5894281811648916,2.4356274691167115,1.6965595333831716
"162,5",2022-04-01,Vegas Golden Knights,0,Seattle Kraken,0,0,0,0,1559.7569702625942,1500.0,0.5521591168674214,0.44784088313257864,1.8110721519429507,2.2329359325239637
"162,6",2022-04-01,Anaheim Ducks,0,Arizona Coyotes,0,0,1,0,1442.9768930537132,1470.147049144132,0.32797851581828263,0.6720214841817174,3.048980197697012,1.4880476644547214
"163,0",2022-04-02,Florida Panthers,0,New Jersey Devils,0,0,0,0,1545.9482247731423,1448.378720253926,0.6038354388939592,0.3961645611060408,1.65608034174293,2.5242035713849007
"163,1",2022-04-02,Pittsburgh Penguins,0,Colorado Avalanche,0,0,0,0,1540.7279677509364,1562.216140913711,0.4361154025416366,0.5638845974583634,2.292971067226933,1.7734125111900025
"163,2",2022-04-02,Columbus Blue Jackets,0,Boston Bruins,0,0,0,0,1442.0952561020642,1536.007565604796,0.3350473877514112,0.6649526122485888,2.984652429948062,1.5038665636915425
"163,3",2022-04-02,Montréal Canadiens,0,Tampa Bay Lightning,0,0,0,1,1524.338485276843,1563.1276521234515,0.5114086812600781,0.4885913187399219,1.9553833101465237,2.0467003027786133
"163,4",2022-04-02,Toronto Maple Leafs,0,Philadelphia Flyers,0,0,0,0,1521.7383346071497,1471.1582078374126,0.5392807364181754,0.4607192635818246,1.8543217520467266,2.1705191839073126
"163,5",2022-04-02,Minnesota Wild,0,Carolina Hurricanes,0,0,0,0,1541.9981702556054,1534.974071024255,0.47710711438636233,0.5228928856136377,2.095965391935443,1.9124375708926624
"163,6",2022-04-02,Los Angeles Kings,0,Winnipeg Jets,0,0,0,0,1452.730493774311,1500.0379988005302,0.39933667270836126,0.6006633272916387,2.5041526820410707,1.6648261256583627
"163,7",2022-04-02,Washington Capitals,0,Nashville Predators,0,0,0,1,1536.1204106113955,1525.5450930589127,0.5822144069956737,0.41778559300432627,1.7175803071589582,2.3935722455361086
"163,8",2022-04-02,St. Louis Blues,0,Calgary Flames,0,0,1,0,1485.2672940343534,1486.0150445429372,0.36592390217751547,0.6340760978224845,2.732808636028603,1.5770977701795648
"163,9",2022-04-02,Dallas Stars,0,San Jose Sharks,0,0,0,0,1473.3941648592456,1449.8109709182972,0.5008869166231559,0.4991130833768441,1.9964586153332364,2.003553970643908
"164,0",2022-04-03,Florida Panthers,0,Buffalo Sabres,0,0,1,0,1545.9482247731423,1440.654305177491,0.514055334094568,0.48594466590543195,1.9453158710265135,2.057847467338198
"164,1",2022-04-03,Detroit Red Wings,0,Ottawa Senators,0,0,0,0,1452.5229031169015,1486.7316160132636,0.4179281777739968,0.5820718222260032,2.3927556292717127,1.7180010469768563
"164,2",2022-04-03,New York Islanders,0,New Jersey Devils,0,0,0,1,1541.52762789748,1448.378720253926,0.6979299119809792,0.3020700880190208,1.4328086285364041,3.310489981176262
"164,3",2022-04-03,Philadelphia Flyers,0,New York Rangers,0,0,1,0,1471.1582078374126,1498.72892578367,0.3274056237865104,0.6725943762134896,3.054315281560541,1.4867801982373219
"164,4",2022-04-03,Minnesota Wild,0,Washington Capitals,0,0,1,1,1541.9981702556054,1536.1204106113955,0.4754579692006643,0.5245420307993357,2.103235332622968,1.9064249217095655
"164,5",2022-04-03,Arizona Coyotes,0,Chicago Blackhawks,0,0,0,0,1470.147049144132,1471.1529819944997,0.4655523503039888,0.5344476496960112,2.1479861488123437,1.8710906495122406
"164,6",2022-04-03,Vegas Golden Knights,0,Vancouver Canucks,0,0,0,0,1559.7569702625942,1467.6595878991968,0.5965192973594232,0.4034807026405768,1.676391701704607,2.4784332768717476
"164,7",2022-04-03,Edmonton Oilers,0,Anaheim Ducks,0,0,0,0,1524.6453623512457,1442.9768930537132,0.5824125133920484,0.41758748660795164,1.7169960758155183,2.3947077727902353
"164,8",2022-04-03,Dallas Stars,0,Seattle Kraken,0,0,1,0,1473.3941648592456,1500.0,0.32878579416642495,0.671214205833575,3.041493938432813,1.4898373593838181
"165,0",2022-04-04,Boston Bruins,0,Columbus Blue Jackets,0,0,0,0,1536.007565604796,1442.0952561020642,0.5989526122485888,0.40104738775141124,1.669581164769945,2.4934709227425484
"165,1",2022-04-04,Toronto Maple Leafs,0,Tampa Bay Lightning,0,0,0,0,1521.7383346071497,1563.1276521234515,0.40771616104353825,0.5922838389564618,2.4526866863470107,1.6883796825553923
"165,2",2022-04-04,Arizona Coyotes,0,St. Louis Blues,0,0,1,0,1470.147049144132,1485.2672940343534,0.34525394537665177,0.6547460546233482,2.8964187473920355,1.527309699598364
"165,3",2022-04-04,Calgary Flames,0,Los Angeles Kings,0,0,0,0,1486.0150445429372,1452.730493774311,0.5147543157401976,0.4852456842598024,1.9426743388484993,2.060811734009356
"166,0",2022-04-05,Carolina Hurricanes,0,Buffalo Sabres,0,0,0,0,1534.974071024255,1440.654305177491,0.5994979812434273,0.40050201875657265,1.6680623309621254,2.49686631569217
"166,1",2022-04-05,Ottawa Senators,0,Montréal Canadiens,0,0,0,0,1486.7316160132636,1524.338485276843,0.4130897410188117,0.5869102589811883,2.4207814929842595,1.7038379968615476
"166,2",2022-04-05,Toronto Maple Leafs,0,Florida Panthers,0,0,1,0,1521.7383346071497,1545.9482247731423,0.33221544835625216,0.6677845516437478,3.010094819334371,1.4974889693667004
"166,3",2022-04-05,New York Rangers,0,New Jersey Devils,0,0,0,0,1498.72892578367,1448.378720253926,0.5389567370122522,0.4610432629877478,1.8554364967095063,2.168993845652561
"166,4",2022-04-05,Columbus Blue Jackets,0,Philadelphia Flyers,0,0,1,0,1442.0952561020642,1471.1582078374126,0.32527233207045825,0.6747276679295418,3.0743469437892026,1.482079433719657
"166,5",2022-04-05,Colorado Avalanche,0,Pittsburgh Penguins,0,0,0,0,1562.216140913711,1540.7279677509364,0.49788459745836333,0.5021154025416367,2.008497561693756,1.9915740384344762
"166,6",2022-04-05,Boston Bruins,0,Detroit Red Wings,0,0,1,0,1536.007565604796,1452.5229031169015,0.48488396179913607,0.5151160382008639,2.0623490954197647,1.9413101628376417
"166,7",2022-04-05,Minnesota Wild,0,Nashville Predators,0,0,0,0,1541.9981702556054,1525.5450930589127,0.4906601975368857,0.5093398024631143,2.0380703489298706,1.9633258488029093
"166,8",2022-04-05,New York Islanders,0,Dallas Stars,0,0,0,0,1541.52762789748,1473.3941648592456,0.5638140547877479,0.43618594521225207,1.7736343950781035,2.2926002338598757
"166,9",2022-04-05,Edmonton Oilers,0,San Jose Sharks,0,0,0,0,1524.6453623512457,1449.8109709182972,0.5730602406040493,0.42693975939595075,1.7450172410249987,2.3422508164028453
"167,0",2022-04-06,Tampa Bay Lightning,0,Washington Capitals,0,0,0,0,1563.1276521234515,1536.1204106113955,0.5057884507298319,0.4942115492701681,1.9771111787092828,2.0234249917404
"167,1",2022-04-06,Detroit Red Wings,0,Winnipeg Jets,0,0,1,0,1452.5229031169015,1500.0379988005302,0.29904342052788724,0.7009565794721128,3.3439959930726686,1.426621889694074
"167,2",2022-04-06,Seattle Kraken,0,St. Louis Blues,0,0,0,0,1500.0,1485.2672940343534,0.4881893694542315,0.5118106305457685,2.048385447470813,1.9538476544218153
"167,3",2022-04-06,Vancouver Canucks,0,Vegas Golden Knights,0,0,0,0,1467.6595878991968,1559.7569702625942,0.33748070264057684,0.6625192973594232,2.9631323870539004,1.5093899966169442
"167,4",2022-04-06,Calgary Flames,0,Anaheim Ducks,0,0,0,0,1486.0150445429372,1442.9768930537132,0.5286220101637743,0.4713779898362257,1.8917108648014607,2.121439739575955
"168,0",2022-04-07,New Jersey Devils,0,Ottawa Senators,0,0,0,0,1448.378720253926,1486.7316160132636,0.41202885093021446,0.5879711490697855,2.427014510615837,1.7007637221351337
"168,1",2022-04-07,Pittsburgh Penguins,0,New York Rangers,0,0,0,0,1540.7279677509364,1498.72892578367,0.5271487864645754,0.4728512135354246,1.896997632692455,2.1148301439752633
"168,2",2022-04-07,Philadelphia Flyers,0,Columbus Blue Jackets,0,0,0,0,1471.1582078374126,1442.0952561020642,0.5087276679295417,0.4912723320704583,1.9656882513779437,2.0355308750759855
"168,3",2022-04-07,Buffalo Sabres,0,Carolina Hurricanes,0,0,0,0,1440.654305177491,1534.974071024255,0.3345020187565726,0.6654979812434274,2.989518579640414,1.5026341599588078
"168,4",2022-04-07,Seattle Kraken,0,Chicago Blackhawks,0,0,1,0,1500.0,1471.1529819944997,0.4084190626800145,0.5915809373199855,2.448465537916073,1.6903857729599239
"168,5",2022-04-07,Toronto Maple Leafs,0,Dallas Stars,0,0,0,0,1521.7383346071497,1473.3941648592456,0.5361272910239739,0.46387270897602606,1.8652286812149674,2.1557638133259576
"168,6",2022-04-07,Vancouver Canucks,0,Arizona Coyotes,0,0,1,0,1467.6595878991968,1470.147049144132,0.36342031667385455,0.6365796833261455,2.7516348264520203,1.5708952487691312
"168,7",2022-04-07,Edmonton Oilers,0,Los Angeles Kings,0,0,0,0,1524.6453623512457,1452.730493774311,0.5690406876915709,0.4309593123084291,1.757343581276592,2.3204046680033676
"168,8",2022-04-07,Calgary Flames,0,San Jose Sharks,0,0,1,0,1486.0150445429372,1449.8109709182972,0.41891408453483137,0.5810859154651686,2.387124321948772,1.720915915161158
"169,0",2022-04-08,Boston Bruins,0,Tampa Bay Lightning,0,0,0,0,1536.007565604796,1563.1276521234515,0.4280501336579777,0.5719498663420223,2.336174950944003,1.7484049894016525
"169,1",2022-04-08,Buffalo Sabres,0,Florida Panthers,0,0,1,0,1440.654305177491,1545.9482247731423,0.2199446659054319,0.7800553340945681,4.546598099496366,1.2819603383146245
"169,2",2022-04-08,New York Islanders,0,Carolina Hurricanes,0,0,0,1,1541.52762789748,1534.974071024255,0.576430208081352,0.42356979191864796,1.7348153965221567,2.360886019445086
"169,3",2022-04-08,Minnesota Wild,0,St. Louis Blues,0,0,0,0,1541.9981702556054,1485.2672940343534,0.547924370806844,0.452075629193156,1.8250693951200851,2.212019262760867
"169,4",2022-04-08,Colorado Avalanche,0,Winnipeg Jets,0,0,0,0,1562.216140913711,1500.0379988005302,0.5555383228163382,0.4444616771836618,1.8000558358070313,2.249912762640224
"170,0",2022-04-09,New Jersey Devils,0,Dallas Stars,0,0,0,0,1448.378720253926,1473.3941648592456,0.4310619612367974,0.5689380387632026,2.319852109267106,1.7576606446878997
"170,1",2022-04-09,Washington Capitals,0,Pittsburgh Penguins,0,0,0,0,1536.1204106113955,1540.7279677509364,0.4603695809533018,0.5396304190466982,2.1721678437773155,1.8531201442768606
