,Date,Away,Away_Goals,Home,Home_Goals,MOV,Away_B2B,Home_B2B,Away_ELO,Home_ELO,Away_Win_Prob,Home_Win_Prob,Away_Decimal_Odds,Home_Decimal_Odds
"66,4",2021-12-03,Edmonton Oilers,0,Seattle Kraken,0,0,0,0,1524.6453623512457,1500.0,0.5024081586763375,0.4975918413236625,1.9904135367439808,2.009679253059823
"67,0",2021-12-04,St. Louis Blues,0,Florida Panthers,0,0,0,0,1485.2672940343534,1545.9482247731423,0.38055035662522985,0.6194496433747702,2.627773125396939,1.6143362268351407
"67,1",2021-12-04,Tampa Bay Lightning,0,Boston Bruins,0,0,0,0,1563.1276521234515,1536.007565604796,0.5059498663420222,0.4940501336579778,1.9764804114485126,2.0240860833210146
"67,2",2021-12-04,Colorado Avalanche,0,Ottawa Senators,0,0,0,0,1562.216140913711,1486.7316160132636,0.5739534041186752,0.42604659588132476,1.7423017144319122,2.3471611078863073
"67,3",2021-12-04,New York Islanders,0,Detroit Red Wings,0,0,0,0,1541.52762789748,1452.5229031169015,0.5923577654298682,0.4076422345701318,1.6881689721317485,2.453131484411872
"67,4",2021-12-04,Columbus Blue Jackets,0,Washington Capitals,0,0,0,0,1442.0952561020642,1536.1204106113955,0.33489631398472164,0.6651036860152784,2.9859988248351432,1.5035249706570242
"67,5",2021-12-04,Buffalo Sabres,0,Carolina Hurricanes,0,0,0,0,1440.654305177491,1534.974071024255,0.3345020187565726,0.6654979812434274,2.989518579640414,1.5026341599588078
"67,6",2021-12-04,Montréal Canadiens,0,Nashville Predators,0,0,0,0,1524.338485276843,1525.5450930589127,0.4652635587985192,0.5347364412014808,2.1493194149620614,1.870080142197032
"67,7",2021-12-04,Toronto Maple Leafs,0,Minnesota Wild,0,0,0,0,1521.7383346071497,1541.9981702556054,0.43787675501328593,0.5621232449867141,2.2837476265888066,1.7789693077425313
"67,8",2021-12-04,Chicago Blackhawks,0,New York Rangers,0,0,0,1,1471.1529819944997,1498.72892578367,0.5273981503634902,0.47260184963650975,1.8961006960505755,2.1159460141112985
"67,9",2021-12-04,Pittsburgh Penguins,0,Vancouver Canucks,0,0,0,0,1540.7279677509364,1467.6595878991968,0.5706305016229927,0.42936949837700733,1.7524475070221281,2.3289963627596837
"68,0",2021-12-05,Tampa Bay Lightning,0,Philadelphia Flyers,0,0,1,0,1563.1276521234515,1471.1582078374126,0.4963475177681932,0.5036524822318068,2.0147174392982965,1.985496022115798
"68,1",2021-12-05,San Jose Sharks,0,Columbus Blue Jackets,0,0,0,1,1449.8109709182972,1442.0952561020642,0.5781019811740659,0.42189801882593414,1.729798603992158,2.370241042569527
"68,2",2021-12-05,Toronto Maple Leafs,0,Winnipeg Jets,0,0,1,0,1521.7383346071497,1500.0379988005302,0.3981887475830055,0.6018112524169945,2.5113718207005395,1.6616505523680385
"68,3",2021-12-05,Chicago Blackhawks,0,New York Islanders,0,0,1,1,1471.1529819944997,1541.52762789748,0.367085462639662,0.632914537360338,2.7241612697194135,1.5799921489726643
"68,4",2021-12-05,Los Angeles Kings,0,Edmonton Oilers,0,0,0,0,1452.730493774311,1524.6453623512457,0.36495931230842904,0.635040687691571,2.740031467274617,1.5747022503945194
"68,5",2021-12-05,Calgary Flames,0,Vegas Golden Knights,0,0,0,0,1486.0150445429372,1559.7569702625942,0.36244220049307996,0.63755779950692,2.759060613360041,1.5684852428648643
"69,0",2021-12-06,Colorado Avalanche,0,Philadelphia Flyers,0,0,0,1,1562.216140913711,1471.1582078374126,0.6951227069739845,0.3048772930260155,1.4385949271506473,3.28000813072907
"69,1",2021-12-06,Anaheim Ducks,0,Washington Capitals,0,0,0,0,1442.9768930537132,1536.1204106113955,0.33607731310653266,0.6639226868934673,2.9755058166720447,1.5061994713255813
"69,2",2021-12-06,Arizona Coyotes,0,Dallas Stars,0,0,0,0,1470.147049144132,1473.3941648592456,0.4623271609011722,0.5376728390988278,2.1629704775527165,1.8598670553566747
"69,3",2021-12-06,Los Angeles Kings,0,Vancouver Canucks,0,0,1,0,1452.730493774311,1467.6595878991968,0.3455285196367238,0.6544714803632762,2.894117108050484,1.5279504607976684
"69,4",2021-12-06,Pittsburgh Penguins,0,Seattle Kraken,0,0,0,0,1540.7279677509364,1500.0,0.5253452495406873,0.4746547504593127,1.9035101219137442,2.106794462780205
"70,0",2021-12-07,Columbus Blue Jackets,0,Toronto Maple Leafs,0,0,0,0,1442.0952561020642,1521.7383346071497,0.35435064548396145,0.6456493545160386,2.8220634355956373,1.548828312156485
"70,1",2021-12-07,Tampa Bay Lightning,0,Montréal Canadiens,0,0,0,0,1563.1276521234515,1524.338485276843,0.5225913187399218,0.4774086812600782,1.9135411633151722,2.094641424116101
"70,2",2021-12-07,New York Islanders,0,Ottawa Senators,0,0,0,0,1541.52762789748,1486.7316160132636,0.5452103989097402,0.4547896010902598,1.8341543044661377,2.1988189650834498
"70,3",2021-12-07,Nashville Predators,0,Detroit Red Wings,0,0,0,0,1525.5450930589127,1452.5229031169015,0.5705668827195914,0.42943311728040856,1.7526429070567981,2.328651330696105
"70,4",2021-12-07,Anaheim Ducks,0,Buffalo Sabres,0,0,1,0,1442.9768930537132,1440.654305177491,0.37034242284896646,0.6296575771510335,2.7002037528058764,1.5881647998657116
"70,5",2021-12-07,Florida Panthers,0,St. Louis Blues,0,0,0,0,1545.9482247731423,1485.2672940343534,0.5534496433747702,0.4465503566252298,1.806849118019662,2.239389097250809
"70,6",2021-12-07,Carolina Hurricanes,0,Winnipeg Jets,0,0,0,0,1534.974071024255,1500.0379988005302,0.5171082794521467,0.48289172054785334,1.9338309590777694,2.0708576217986794
"70,7",2021-12-07,New York Rangers,0,Chicago Blackhawks,0,0,0,0,1498.72892578367,1471.1529819944997,0.5066018496365097,0.49339815036349033,1.9739367329935864,2.0267607393000806
"70,8",2021-12-07,Minnesota Wild,0,Edmonton Oilers,0,0,0,0,1541.9981702556054,1524.6453623512457,0.49195195354742893,0.5080480464525711,2.0327188311563242,1.9683177742390063
"70,9",2021-12-07,Calgary Flames,0,San Jose Sharks,0,0,0,0,1486.0150445429372,1449.8109709182972,0.5189140845348313,0.48108591546516866,1.9271012867118977,2.0786307972310643
"71,0",2021-12-08,Philadelphia Flyers,0,New Jersey Devils,0,0,0,0,1471.1582078374126,1448.378720253926,0.4997354244482298,0.5002645755517702,2.001058862505344,1.9989422574985312
"71,1",2021-12-08,Colorado Avalanche,0,New York Rangers,0,0,0,1,1562.216140913711,1498.72892578367,0.6573619329328777,0.3426380670671223,1.5212319878919862,2.9185315238312426
"71,2",2021-12-08,Boston Bruins,0,Vancouver Canucks,0,0,0,0,1536.007565604796,1467.6595878991968,0.5641111564926967,0.4358888435073033,1.772700271019984,2.294162869491394
"71,3",2021-12-08,Dallas Stars,0,Vegas Golden Knights,0,0,0,0,1473.3941648592456,1559.7569702625942,0.34521201008551894,0.6547879899144811,2.8967705954154703,1.5272118844614202
"72,0",2021-12-09,Tampa Bay Lightning,0,Toronto Maple Leafs,0,0,0,0,1563.1276521234515,1521.7383346071497,0.5262838389564617,0.4737161610435383,1.9001153483695095,2.1109687239656827
"72,1",2021-12-09,Chicago Blackhawks,0,Montréal Canadiens,0,0,0,0,1471.1529819944997,1524.338485276843,0.3910522251984412,0.6089477748015588,2.557203195794489,1.6421769507670432
"72,2",2021-12-09,Anaheim Ducks,0,Columbus Blue Jackets,0,0,0,0,1442.9768930537132,1442.0952561020642,0.468268774840646,0.531731225159354,2.135525693209641,1.8806493820262502
"72,3",2021-12-09,Nashville Predators,0,New York Islanders,0,0,0,0,1525.5450930589127,1541.52762789748,0.4440154939194514,0.5559845060805486,2.2521736599160422,1.7986112725506858
"72,4",2021-12-09,Detroit Red Wings,0,St. Louis Blues,0,0,0,0,1452.5229031169015,1485.2672940343534,0.4200160596127589,0.5799839403872411,2.3808613435447383,1.7241856719900286
"72,5",2021-12-09,Carolina Hurricanes,0,Calgary Flames,0,0,0,0,1534.974071024255,1486.0150445429372,0.5369950144671034,0.4630049855328966,1.8622146818110925,2.1598039572922696
"72,6",2021-12-09,Boston Bruins,0,Edmonton Oilers,0,0,1,0,1536.007565604796,1524.6453623512457,0.3833456981284409,0.6166543018715591,2.6086115088343775,1.6216541374396942
"72,7",2021-12-09,Winnipeg Jets,0,Seattle Kraken,0,0,0,0,1500.0379988005302,1500.0,0.4670546846695648,0.5329453153304352,2.1410769077447265,1.8763651189615633
"72,8",2021-12-09,Dallas Stars,0,Los Angeles Kings,0,0,1,0,1473.3941648592456,1452.730493774311,0.39670239973153276,0.6032976002684672,2.520781322918004,1.6575567341143083
"72,9",2021-12-09,Minnesota Wild,0,San Jose Sharks,0,0,0,0,1541.9981702556054,1449.8109709182972,0.5966398730239583,0.40336012697604173,1.6760529177034145,2.479174150149444
"73,0",2021-12-10,New York Rangers,0,Buffalo Sabres,0,0,0,0,1498.72892578367,1440.654305177491,0.549806330980857,0.45019366901914304,1.818822271864341,2.2212662434341746
"73,1",2021-12-10,Pittsburgh Penguins,0,Washington Capitals,0,0,0,0,1540.7279677509364,1536.1204106113955,0.4736304190466982,0.5263695809533018,2.11135087567381,1.8998058326032286
"73,2",2021-12-10,Nashville Predators,0,New Jersey Devils,0,0,1,0,1525.5450930589127,1448.378720253926,0.4762606238235103,0.5237393761764897,2.0996906945021214,1.909346605367743
"73,3",2021-12-10,Detroit Red Wings,0,Colorado Avalanche,0,0,1,0,1452.5229031169015,1562.216140913711,0.21418295266267592,0.785817047337324,4.6689056601761125,1.2725608376509738
"73,4",2021-12-10,Florida Panthers,0,Arizona Coyotes,0,0,0,0,1545.9482247731423,1470.147049144132,0.5743881653405124,0.4256118346594876,1.740982945578577,2.3495587259692954
"73,5",2021-12-10,Winnipeg Jets,0,Vancouver Canucks,0,0,1,0,1500.0379988005302,1467.6595878991968,0.41346185195298446,0.5865381480470155,2.418602817349427,1.7049189440272217
"73,6",2021-12-10,Philadelphia Flyers,0,Vegas Golden Knights,0,0,0,0,1471.1582078374126,1559.7569702625942,0.3421898980612361,0.6578101019387639,2.922353949271309,1.5201955656392319
"74,0",2021-12-11,Tampa Bay Lightning,0,Ottawa Senators,0,0,0,0,1563.1276521234515,1486.7316160132636,0.5752044477361201,0.4247955522638799,1.7385122871281384,2.3540736118131655
"74,1",2021-12-11,Washington Capitals,0,Buffalo Sabres,0,0,1,1,1536.1204106113955,1440.654305177491,0.6010305032962439,0.39896949670375614,1.6638090654562117,2.5064572812254933
"74,2",2021-12-11,Chicago Blackhawks,0,Toronto Maple Leafs,0,0,0,0,1471.1529819944997,1521.7383346071497,0.39471190017083035,0.6052880998291696,2.533493415240844,1.652105832383339
"74,3",2021-12-11,Anaheim Ducks,0,Pittsburgh Penguins,0,0,0,1,1442.9768930537132,1540.7279677509364,0.42992286550081493,0.5700771344991851,2.3259986389305096,1.7541485870653342
"74,4",2021-12-11,Montréal Canadiens,0,St. Louis Blues,0,0,0,0,1524.338485276843,1485.2672940343534,0.5229921310682842,0.47700786893171576,1.9120746577149466,2.096401474968437
"74,5",2021-12-11,New Jersey Devils,0,New York Islanders,0,0,1,0,1448.378720253926,1541.52762789748,0.23607008801902082,0.7639299119809791,4.236030106107417,1.3090206108134417
"74,6",2021-12-11,Philadelphia Flyers,0,Arizona Coyotes,0,0,1,1,1471.1582078374126,1470.147049144132,0.4684551702251334,0.5315448297748666,2.1346759808828946,1.8813088642467757
"74,7",2021-12-11,Boston Bruins,0,Calgary Flames,0,0,0,0,1536.007565604796,1486.0150445429372,0.5384525741855212,0.46154742581447883,1.8571737752626194,2.1666245851882504
"74,8",2021-12-11,Carolina Hurricanes,0,Edmonton Oilers,0,0,0,0,1534.974071024255,1524.6453623512457,0.4818598292961266,0.5181401707038734,2.075292313660475,1.9299796783591179
"74,9",2021-12-11,Columbus Blue Jackets,0,Seattle Kraken,0,0,0,0,1442.0952561020642,1500.0,0.3844314552146757,0.6155685447853243,2.6012439576297837,1.6245144565480418
"74,10",2021-12-11,Minnesota Wild,0,Los Angeles Kings,0,0,0,0,1541.9981702556054,1452.730493774311,0.5927123293015346,0.4072876706984654,1.6871590998932353,2.4552670555557965
"74,11",2021-12-11,Dallas Stars,0,San Jose Sharks,0,0,0,0,1473.3941648592456,1449.8109709182972,0.5008869166231559,0.4991130833768441,1.9964586153332364,2.003553970643908
"75,0",2021-12-12,Nashville Predators,0,New York Rangers,0,0,0,0,1525.5450930589127,1498.72892578367,0.5055151160305186,0.4944848839694814,1.9781802131899628,2.0223065101050044
"75,1",2021-12-12,Anaheim Ducks,0,St. Louis Blues,0,0,1,1,1442.9768930537132,1485.2672940343534,0.40643802388258876,0.5935619761174112,2.460399719611073,1.6847440372464022
"75,2",2021-12-12,Florida Panthers,0,Colorado Avalanche,0,0,0,0,1545.9482247731423,1562.216140913711,0.44360568064201034,0.5563943193579897,2.2542542704880275,1.797286502051057
"75,3",2021-12-12,Minnesota Wild,0,Vegas Golden Knights,0,0,1,0,1541.9981702556054,1559.7569702625942,0.34146526616533823,0.6585347338346618,2.9285555489435864,1.518522787973504
"75,4",2021-12-12,Carolina Hurricanes,0,Vancouver Canucks,0,0,1,0,1534.974071024255,1467.6595878991968,0.46267912018718793,0.5373208798128121,2.1613251092796797,1.8610853171169761
"76,0",2021-12-13,Calgary Flames,0,Chicago Blackhawks,0,0,0,0,1486.0150445429372,1471.1529819944997,0.4883751912668778,0.5116248087331222,2.047606057559831,1.9545572906759257
"77,0",2021-12-14,Vegas Golden Knights,0,Boston Bruins,0,0,0,0,1559.7569702625942,1536.007565604796,0.5011250066355858,0.4988749933644142,1.9955100758465885,2.0045101744948117
"77,1",2021-12-14,Los Angeles Kings,0,Tampa Bay Lightning,0,0,0,0,1452.730493774311,1563.1276521234515,0.3132651278723938,0.6867348721276062,3.192184226797636,1.4561660410543185
"77,2",2021-12-14,Ottawa Senators,0,Florida Panthers,0,0,0,0,1486.7316160132636,1545.9482247731423,0.38259616721282896,0.617403832787171,2.6137219493987356,1.6196854423233165
"77,3",2021-12-14,New Jersey Devils,0,Philadelphia Flyers,0,0,0,0,1448.378720253926,1471.1582078374126,0.4342645755517701,0.5657354244482299,2.3027436643419854,1.7676107183412013
"77,4",2021-12-14,Montréal Canadiens,0,Pittsburgh Penguins,0,0,0,0,1524.338485276843,1540.7279677509364,0.44343111848192873,0.5565688815180713,2.2551416856432307,1.7967228014481276
"77,5",2021-12-14,New York Islanders,0,Detroit Red Wings,0,0,0,0,1541.52762789748,1452.5229031169015,0.5923577654298682,0.4076422345701318,1.6881689721317485,2.453131484411872
"77,6",2021-12-14,Calgary Flames,0,Nashville Predators,0,0,1,0,1486.0150445429372,1525.5450930589127,0.3103558981232538,0.6896441018767462,3.222107284079592,1.450023276177777
"77,7",2021-12-14,Carolina Hurricanes,0,Minnesota Wild,0,0,0,0,1534.974071024255,1541.9981702556054,0.4568928856136376,0.5431071143863624,2.1886968072547974,1.8412574122323269
"77,8",2021-12-14,Buffalo Sabres,0,Winnipeg Jets,0,0,0,0,1440.654305177491,1500.0379988005302,0.3823625837430583,0.6176374162569417,2.615318659610231,1.6190728956485252
"77,9",2021-12-14,St. Louis Blues,0,Dallas Stars,0,0,0,0,1485.2672940343534,1473.3941648592456,0.4840801579811661,0.5159198420188339,2.0657735780174376,1.9382855989545262
"77,10",2021-12-14,New York Rangers,0,Colorado Avalanche,0,0,0,0,1498.72892578367,1562.216140913711,0.37663806706712233,0.6233619329328777,2.65506885107762,1.6042044712211805
"77,11",2021-12-14,Toronto Maple Leafs,0,Edmonton Oilers,0,0,0,0,1521.7383346071497,1524.6453623512457,0.4628165484072423,0.5371834515927577,2.1606833278573228,1.8615614405748793
"77,12",2021-12-14,Columbus Blue Jackets,0,Vancouver Canucks,0,0,0,0,1442.0952561020642,1467.6595878991968,0.4302762197676192,0.5697237802323808,2.3240884670318835,1.755236545668002
"77,13",2021-12-14,Seattle Kraken,0,San Jose Sharks,0,0,0,0,1500.0,1449.8109709182972,0.5387295742776548,0.4612704257223452,1.8562188670277306,2.167925677077626
"78,0",2021-12-15,Washington Capitals,0,Chicago Blackhawks,0,0,0,0,1536.1204106113955,1471.1529819944997,0.5594209589024514,0.44057904109754864,1.7875626289761057,2.2697402888454468
"78,1",2021-12-15,New York Rangers,0,Arizona Coyotes,0,0,1,0,1498.72892578367,1470.147049144132,0.4080400880842683,0.5919599119157317,2.450739594472101,1.6893035826763125
"78,2",2021-12-15,Seattle Kraken,0,Anaheim Ducks,0,0,1,0,1500.0,1442.9768930537132,0.4483338523724578,0.5516661476275422,2.230480689129939,1.812690527233784
"79,0",2021-12-16,Philadelphia Flyers,0,Montréal Canadiens,0,0,0,0,1471.1582078374126,1524.338485276843,0.3910595722906699,0.6089404277093301,2.5571551519437348,1.6421967642413409
"79,1",2021-12-16,Ottawa Senators,0,Tampa Bay Lightning,0,0,0,0,1486.7316160132636,1563.1276521234515,0.3587955522638798,0.6412044477361202,2.7871025537812124,1.5595649773339342
"79,2",2021-12-16,Los Angeles Kings,0,Florida Panthers,0,0,0,0,1452.730493774311,1545.9482247731423,0.33597783959143845,0.6640221604085615,2.9763867796043844,1.5059738358501726
"79,3",2021-12-16,Vegas Golden Knights,0,New Jersey Devils,0,0,0,0,1559.7569702625942,1448.378720253926,0.622012186002343,0.377987813997657,1.6076855445983709,2.6455879342348285
"79,4",2021-12-16,Detroit Red Wings,0,Carolina Hurricanes,0,0,0,0,1452.5229031169015,1534.974071024255,0.35052166327575396,0.649478336724246,2.8528907190917443,1.5396972361598222
"79,5",2021-12-16,Boston Bruins,0,New York Islanders,0,0,0,0,1536.007565604796,1541.52762789748,0.45905666014816493,0.5409433398518351,2.1783803325655713,1.8486224458811176
"79,6",2021-12-16,Colorado Avalanche,0,Nashville Predators,0,0,0,0,1562.216140913711,1525.5450930589127,0.5195787766374356,0.48042122336256443,1.9246359646783735,2.081506709884296
"79,7",2021-12-16,Buffalo Sabres,0,Minnesota Wild,0,0,0,0,1440.654305177491,1541.9981702556054,0.32515472539375123,0.6748452746062488,3.075458918178213,1.4818211486825168
"79,8",2021-12-16,Toronto Maple Leafs,0,Calgary Flames,0,0,0,0,1521.7383346071497,1486.0150445429372,0.518229542371913,0.481770457628087,1.9296468422526543,2.0756772943765087
"79,9",2021-12-16,Columbus Blue Jackets,0,Edmonton Oilers,0,0,0,0,1442.0952561020642,1524.6453623512457,0.350387015487593,0.649612984512407,2.8539870366155435,1.5393780971767212
"79,10",2021-12-16,Vancouver Canucks,0,San Jose Sharks,0,0,0,0,1467.6595878991968,1449.8109709182972,0.4926636520315564,0.5073363479684436,2.029782379675023,1.9710789577848267
"80,0",2021-12-17,Vegas Golden Knights,0,New York Rangers,0,0,1,0,1559.7569702625942,1498.72892578367,0.45393416310978685,0.5460658368902132,2.2029626348218776,1.8312810149319971
"80,1",2021-12-17,Buffalo Sabres,0,Pittsburgh Penguins,0,0,1,0,1440.654305177491,1540.7279677509364,0.22683731585765307,0.7731626841423469,4.408445745441322,1.2933888565888032
"80,2",2021-12-17,Dallas Stars,0,St. Louis Blues,0,0,0,0,1473.3941648592456,1485.2672940343534,0.44991984201883384,0.5500801579811662,2.2226181346279446,1.8179168717338798
"80,3",2021-12-17,Washington Capitals,0,Winnipeg Jets,0,0,0,0,1536.1204106113955,1500.0379988005302,0.5187408802917995,0.48125911970820046,1.927744733435092,2.077882701955498
"80,4",2021-12-17,Nashville Predators,0,Chicago Blackhawks,0,0,1,0,1525.5450930589127,1471.1529819944997,0.4446432579901949,0.5553567420098051,2.248993956458577,1.8006443864912052
"80,5",2021-12-17,Arizona Coyotes,0,Anaheim Ducks,0,0,0,0,1470.147049144132,1442.9768930537132,0.5060214841817173,0.49397851581828267,1.9762006777579628,2.024379538740638
"81,0",2021-12-18,Florida Panthers,0,Minnesota Wild,0,0,0,0,1545.9482247731423,1541.9981702556054,0.47268434049190233,0.5273156595080977,2.1155767482361334,1.896397313390697
"81,1",2021-12-18,Boston Bruins,0,Montréal Canadiens,0,0,0,0,1536.007565604796,1524.338485276843,0.4837868449023246,0.5162131550976754,2.067026027137835,1.9371842622080888
"81,2",2021-12-18,Ottawa Senators,0,Philadelphia Flyers,0,0,0,0,1486.7316160132636,1471.1582078374126,0.4893969381313672,0.5106030618686328,2.043331132839195,1.9584684751798032
"81,3",2021-12-18,Los Angeles Kings,0,Carolina Hurricanes,0,0,0,0,1452.730493774311,1534.974071024255,0.3508042369012524,0.6491957630987476,2.850592709008498,1.540367415872818
"81,4",2021-12-18,Toronto Maple Leafs,0,Vancouver Canucks,0,0,0,0,1521.7383346071497,1467.6595878991968,0.5442031034898821,0.4557968965101179,1.8375492414269043,2.193959651012678
"81,5",2021-12-18,New Jersey Devils,0,Detroit Red Wings,0,0,0,0,1448.378720253926,1452.5229031169015,0.4610363242732187,0.5389636757267813,2.1690264895643696,1.8554126094889807
"81,6",2021-12-18,Chicago Blackhawks,0,Dallas Stars,0,0,1,1,1471.1529819944997,1473.3941648592456,0.46377472332591707,0.5362252766740829,2.156219279974108,1.8648878437854746
"81,7",2021-12-18,Tampa Bay Lightning,0,Colorado Avalanche,0,0,0,0,1563.1276521234515,1562.216140913711,0.4683117670676652,0.5316882329323348,2.1353296464479237,1.8808014510399458
"81,8",2021-12-18,Columbus Blue Jackets,0,Calgary Flames,0,0,0,0,1442.0952561020642,1486.0150445429372,0.40412887717375645,0.5958711228262435,2.4744581654085733,1.6782152410020392
"81,9",2021-12-18,Edmonton Oilers,0,Seattle Kraken,0,0,0,0,1524.6453623512457,1500.0,0.5024081586763375,0.4975918413236625,1.9904135367439808,2.009679253059823
"82,0",2021-12-19,Vegas Golden Knights,0,New York Islanders,0,0,0,0,1559.7569702625942,1541.52762789748,0.4932100854909426,0.5067899145090574,2.0275335590605317,1.9732042240199865
"82,1",2021-12-19,St. Louis Blues,0,Winnipeg Jets,0,0,0,0,1485.2672940343534,1500.0379988005302,0.4457560443405503,0.5542439556594497,2.2433795630957647,1.8042596401618516
"82,2",2021-12-19,Boston Bruins,0,Ottawa Senators,0,0,1,1,1536.007565604796,1486.7316160132636,0.5374421081978985,0.4625578918021015,1.8606655205210998,2.1618915550312026
"82,3",2021-12-19,Nashville Predators,0,Carolina Hurricanes,0,0,0,1,1525.5450930589127,1534.974071024255,0.5534339402989435,0.44656605970105645,1.8069003853645818,2.2393103512376813
"82,4",2021-12-19,Pittsburgh Penguins,0,New Jersey Devils,0,0,0,1,1540.7279677509364,1448.378720253926,0.6968573752467407,0.30314262475325926,1.4350138715916203,3.298777269656297
"82,5",2021-12-19,Los Angeles Kings,0,Washington Capitals,0,0,1,0,1452.730493774311,1536.1204106113955,0.24924481721087585,0.7507551827891241,4.012119534481396,1.3319921366175704
"82,6",2021-12-19,Toronto Maple Leafs,0,Seattle Kraken,0,0,1,1,1521.7383346071497,1500.0,0.49824321910553626,0.5017567808944637,2.0070519008672814,1.992997480208112
"82,7",2021-12-19,Arizona Coyotes,0,Vancouver Canucks,0,0,0,1,1470.147049144132,1467.6595878991968,0.5705796833261454,0.4294203166738546,1.7526035875840964,2.3287207455521988
"83,0",2021-12-20,Columbus Blue Jackets,0,Buffalo Sabres,0,0,0,0,1442.0952561020642,1440.654305177491,0.46907368318447384,0.5309263168155262,2.1318612317176773,1.8835005316706812
"83,1",2021-12-20,Montréal Canadiens,0,New York Islanders,0,0,0,1,1524.338485276843,1541.52762789748,0.5422829986629921,0.4577170013370079,1.8440555991346157,2.1847560765253724
"83,2",2021-12-20,Colorado Avalanche,0,Detroit Red Wings,0,0,0,0,1562.216140913711,1452.5229031169015,0.6198170473373239,0.3801829526626761,1.6133793097429419,2.630312571871857
"83,3",2021-12-20,Minnesota Wild,0,Dallas Stars,0,0,0,0,1541.9981702556054,1473.3941648592456,0.5644656602410283,0.4355343397589717,1.7715869545952494,2.296030206374561
"83,4",2021-12-20,Anaheim Ducks,0,Edmonton Oilers,0,0,0,0,1442.9768930537132,1524.6453623512457,0.3515874866079516,0.6484125133920484,2.8442422955600826,1.5422281022441835
"84,0",2021-12-21,Carolina Hurricanes,0,Boston Bruins,0,0,0,0,1534.974071024255,1536.007565604796,0.4655126861275338,0.5344873138724662,2.1481691687474997,1.870951796320108
"84,1",2021-12-21,St. Louis Blues,0,Ottawa Senators,0,0,0,0,1485.2672940343534,1486.7316160132636,0.4648926837526529,0.5351073162473471,2.1510340664600607,1.8687840170321306
"84,2",2021-12-21,Washington Capitals,0,Philadelphia Flyers,0,0,0,0,1536.1204106113955,1471.1582078374126,0.5594136952423471,0.4405863047576529,1.787585839432808,2.2697028691122294
"84,3",2021-12-21,New Jersey Devils,0,Pittsburgh Penguins,0,0,0,0,1448.378720253926,1540.7279677509364,0.3371426247532592,0.6628573752467408,2.966103739424402,1.5086201607514163
"84,4",2021-12-21,Winnipeg Jets,0,Nashville Predators,0,0,0,0,1500.0379988005302,1525.5450930589127,0.43035814784151605,0.569641852158484,2.323646026026352,1.75548899051361
"84,5",2021-12-21,Florida Panthers,0,Chicago Blackhawks,0,0,0,0,1545.9482247731423,1471.1529819944997,0.5730064348746171,0.4269935651253829,1.7451810994388148,2.341955667894805
"84,6",2021-12-21,Anaheim Ducks,0,Calgary Flames,0,0,1,0,1442.9768930537132,1486.0150445429372,0.30537798983622566,0.6946220101637743,3.274630239514971,1.4396318938471662
"84,7",2021-12-21,Tampa Bay Lightning,0,Vegas Golden Knights,0,0,0,0,1563.1276521234515,1559.7569702625942,0.4718506489469442,0.5281493510530558,2.119314664993588,1.8934038222448633
"84,8",2021-12-21,Arizona Coyotes,0,Seattle Kraken,0,0,0,0,1470.147049144132,1500.0,0.4241435663613313,0.5758564336386687,2.3576922516563457,1.7365439397477804
"84,9",2021-12-21,Vancouver Canucks,0,San Jose Sharks,0,0,0,0,1467.6595878991968,1449.8109709182972,0.4926636520315564,0.5073363479684436,2.029782379675023,1.9710789577848267
"85,0",2021-12-22,Colorado Avalanche,0,Buffalo Sabres,0,0,0,0,1562.216140913711,1440.654305177491,0.6351359285843725,0.3648640714156275,1.5744661181880508,2.740746700874448
"85,1",2021-12-22,Montréal Canadiens,0,New York Rangers,0,0,0,0,1524.338485276843,1498.72892578367,0.5037885163802721,0.4962114836197279,1.9849598938558874,2.015269765030974
"85,2",2021-12-22,Winnipeg Jets,0,Dallas Stars,0,0,1,0,1500.0379988005302,1473.3941648592456,0.4052685706190329,0.5947314293809671,2.467499511429018,1.6814312319778715
"85,3",2021-12-22,Edmonton Oilers,0,Los Angeles Kings,0,0,0,0,1524.6453623512457,1452.730493774311,0.5690406876915709,0.4309593123084291,1.757343581276592,2.3204046680033676
"86,0",2021-12-23,St. Louis Blues,0,Toronto Maple Leafs,0,0,0,0,1485.2672940343534,1521.7383346071497,0.41470589128389324,0.5852941087161068,2.411347465800612,1.7085427396383444
"86,1",2021-12-23,Colorado Avalanche,0,Boston Bruins,0,0,1,0,1562.216140913711,1536.007565604796,0.404645793043255,0.595354206956745,2.4712971620913504,1.6796723501991717
"86,2",2021-12-23,Carolina Hurricanes,0,Ottawa Senators,0,0,0,0,1534.974071024255,1486.7316160132636,0.5359837038849123,0.46401629611508766,1.865728365903308,2.155096724775319
"86,3",2021-12-23,Nashville Predators,0,Florida Panthers,0,0,0,0,1525.5450930589127,1545.9482247731423,0.43767123997819024,0.5623287600218098,2.2848199942263316,1.7783191454785547
"86,4",2021-12-23,Montréal Canadiens,0,New Jersey Devils,0,0,1,0,1524.338485276843,1448.378720253926,0.47460584454633714,0.5253941554536629,2.1070115580980104,1.9033329351304422
"86,5",2021-12-23,Philadelphia Flyers,0,Pittsburgh Penguins,0,0,0,0,1471.1582078374126,1540.7279677509364,0.3681980459509864,0.6318019540490136,2.715929676968241,1.5827744653072449
