Date,Away,Away_Goals,Home,Home_Goals,MOV,Away_B2B,Home_B2B,Away_ELO,Home_ELO
2021-03-27,Winnipeg Jets,2,Calgary Flames,4,2,1,1,1536.2520380943045,1477.1181984022064
2021-03-27,Nashville Predators,3,Chicago Blackhawks,1,2,0,0,1504.3016533362716,1489.5905750059153
2021-03-27,Vegas Golden Knights,3,Colorado Avalanche,2,1,0,0,1582.6579418291565,1551.3854802467808
2021-03-27,Florida Panthers,4,Dallas Stars,3,1,0,0,1534.9526518153766,1440.9840729423017
2021-03-27,Columbus Blue Jackets,1,Detroit Red Wings,3,2,0,0,1447.7883595130281,1436.8173645368704
2021-03-27,New York Rangers,1,Philadelphia Flyers,2,1,0,0,1493.3702794186574,1488.7378459355516
2021-03-27,New York Islanders,3,Pittsburgh Penguins,6,3,0,0,1553.651726859614,1546.8663123728174
2021-03-27,Edmonton Oilers,3,Toronto Maple Leafs,4,1,0,0,1540.0372886176735,1546.618407557397
2021-03-28,New Jersey Devils,1,Boston Bruins,0,1,0,1,1462.7054557924537,1509.9838101670923
2021-03-28,Nashville Predators,3,Chicago Blackhawks,2,1,1,1,1512.4911205266435,1481.4011078155434
2021-03-28,Florida Panthers,4,Dallas Stars,1,3,1,1,1541.3682046576018,1434.5685201000765
2021-03-28,Columbus Blue Jackets,1,Detroit Red Wings,4,3,1,1,1440.0638269468943,1444.5418971030042
2021-03-28,Anaheim Ducks,3,St. Louis Blues,2,1,0,0,1422.6281791689928,1463.9495611587229
2021-03-28,New York Rangers,4,Washington Capitals,5,1,1,0,1489.2147338855286,1573.247046280946
2021-03-29,Philadelphia Flyers,4,Buffalo Sabres,3,1,0,0,1494.7489429050074,1369.5819717365403
2021-03-29,Winnipeg Jets,5,Calgary Flames,1,4,0,0,1543.4314283638184,1469.9388081326924
2021-03-29,Anaheim Ducks,2,Colorado Avalanche,5,3,1,0,1419.5922636427035,1554.4213957730701
2021-03-29,New York Islanders,1,Pittsburgh Penguins,2,1,0,0,1546.0235067784915,1554.4945324539399
2021-03-29,Minnesota Wild,3,San Jose Sharks,4,1,0,0,1552.294825935393,1468.3388486026672
2021-03-29,Edmonton Oilers,3,Toronto Maple Leafs,2,1,0,0,1548.716806360308,1537.9388898147624
2021-03-29,Los Angeles Kings,1,Vegas Golden Knights,4,3,0,0,1465.3641217451468,1587.6301290537112
2021-03-30,New Jersey Devils,4,Boston Bruins,5,1,0,0,1456.315410095311,1516.3738558642349
2021-03-30,Carolina Hurricanes,1,Chicago Blackhawks,2,1,0,0,1562.8160095776918,1490.9204089616169
2021-03-30,Detroit Red Wings,1,Florida Panthers,4,3,0,0,1439.2434238055828,1546.6666779550233
2021-03-30,Edmonton Oilers,0,Montreal Canadiens,4,4,1,0,1541.2668539782858,1486.727097890778
2021-03-30,Dallas Stars,2,Nashville Predators,3,1,0,0,1428.861263469515,1518.198377157205
2021-03-30,Washington Capitals,2,New York Rangers,5,3,0,0,1563.876998172848,1498.5847819936266
2021-03-30,Columbus Blue Jackets,3,Tampa Bay Lightning,1,2,0,0,1451.5162689041779,1561.7775701691874
2021-03-31,Philadelphia Flyers,1,Buffalo Sabres,6,5,0,0,1484.5134021811941,1379.8175124603536
2021-03-31,Arizona Coyotes,3,Colorado Avalanche,9,6,0,0,1482.4388188580697,1560.3914310035857
2021-03-31,Minnesota Wild,2,San Jose Sharks,4,2,0,0,1542.9264366529874,1477.7072378850728
2021-03-31,Los Angeles Kings,4,Vegas Golden Knights,2,2,0,0,1476.5966674621131,1576.397583336745
2021-03-31,Toronto Maple Leafs,3,Winnipeg Jets,1,2,0,0,1546.5933496539299,1534.776968524651
2021-04-01,Pittsburgh Penguins,4,Boston Bruins,1,3,0,0,1562.1482768688447,1508.72011144933
2021-04-01,New York Rangers,3,Buffalo Sabres,2,1,0,1,1502.8798316371897,1375.5224628167905
2021-04-01,Carolina Hurricanes,4,Chicago Blackhawks,3,1,0,0,1569.7117837624958,1484.024634776813
2021-04-01,Detroit Red Wings,2,Florida Panthers,3,1,0,0,1434.1690166194826,1551.7410851411234
2021-04-01,Dallas Stars,4,Nashville Predators,1,3,0,0,1439.402158443499,1507.657482183221
2021-04-01,Washington Capitals,4,New York Islanders,8,4,0,0,1555.994267798595,1553.9062371527446
2021-04-01,Montreal Canadiens,4,Ottawa Senators,1,3,0,0,1494.286764457127,1436.9060402370665
2021-04-01,Columbus Blue Jackets,2,Tampa Bay Lightning,3,1,0,0,1446.5011940278248,1566.7926450455404
2021-04-01,Minnesota Wild,3,Vegas Golden Knights,2,1,1,1,1552.2227628232718,1567.1012571664605
2021-04-02,Arizona Coyotes,4,Anaheim Ducks,2,2,0,0,1489.5353026033993,1412.495779897374
2021-04-02,St. Louis Blues,2,Colorado Avalanche,3,1,0,0,1458.6428868126486,1565.69810534966
2021-04-02,Calgary Flames,2,Edmonton Oilers,3,1,0,0,1464.0865053581863,1547.119156752792
2021-04-02,San Jose Sharks,3,Los Angeles Kings,0,3,0,0,1486.2096661431594,1468.0942392040265
2021-04-02,Washington Capitals,2,New Jersey Devils,1,1,1,0,1563.8880438662436,1448.4216340276625
2021-04-02,Toronto Maple Leafs,2,Winnipeg Jets,1,1,0,0,1554.8493722807546,1526.5209458978263
2021-04-03,Pittsburgh Penguins,5,Boston Bruins,7,2,0,0,1553.4556544660402,1517.4127338521346
2021-04-03,New York Rangers,2,Buffalo Sabres,3,1,0,0,1492.5999707824215,1385.8023236715587
2021-04-03,Dallas Stars,3,Carolina Hurricanes,2,1,0,0,1450.7974447015085,1558.3164975044863
2021-04-03,St. Louis Blues,1,Colorado Avalanche,2,1,1,1,1453.560764007621,1570.7802281546876
2021-04-03,Columbus Blue Jackets,2,Florida Panthers,5,3,0,0,1441.3809428814168,1556.8613362875315
2021-04-03,San Jose Sharks,3,Los Angeles Kings,2,1,1,1,1494.3209206121137,1459.9829847350723
2021-04-03,Ottawa Senators,6,Montreal Canadiens,3,3,0,0,1446.74339708243,1484.4494076117635
2021-04-03,Chicago Blackhawks,0,Nashville Predators,3,3,0,0,1477.0959634934743,1514.5861534665596
2021-04-03,Philadelphia Flyers,2,New York Islanders,3,1,0,0,1478.6183182777668,1559.801321056172
2021-04-03,Detroit Red Wings,1,Tampa Bay Lightning,2,1,0,0,1429.6106289975028,1571.3510326675203
2021-04-03,Minnesota Wild,2,Vegas Golden Knights,1,1,0,0,1561.0931435473526,1558.2308764423797
2021-04-04,Arizona Coyotes,3,Anaheim Ducks,2,1,0,0,1496.3179142013032,1405.71316829947
2021-04-04,Dallas Stars,0,Carolina Hurricanes,1,1,1,1,1445.7250450669214,1563.3888971390734
2021-04-04,Toronto Maple Leafs,4,Calgary Flames,2,2,0,0,1561.3337583832079,1457.602119255733
2021-04-04,Columbus Blue Jackets,0,Florida Panthers,3,3,1,1,1436.474199299851,1561.7680798690972
2021-04-04,Washington Capitals,5,New Jersey Devils,4,1,0,0,1569.8510763284266,1442.4586015654795
2021-04-04,Detroit Red Wings,5,Tampa Bay Lightning,1,4,1,1,1441.2325537367174,1559.7291079283057
2021-04-05,Philadelphia Flyers,3,Boston Bruins,2,1,0,0,1488.0358987398517,1507.9951533900496
2021-04-05,Toronto Maple Leafs,5,Calgary Flames,3,2,1,1,1567.54177747975,1451.3941001591909
2021-04-05,Arizona Coyotes,5,Los Angeles Kings,2,3,1,0,1505.6123083800699,1450.6885905563056
2021-04-05,Colorado Avalanche,5,Minnesota Wild,4,1,0,0,1579.0852325702438,1552.7881391317965
2021-04-05,Edmonton Oilers,2,Montreal Canadiens,3,1,0,0,1538.219581612641,1493.3489827519145
2021-04-05,Vegas Golden Knights,6,St. Louis Blues,1,5,0,0,1564.419119231123,1447.3725212188776
2021-04-05,Ottawa Senators,3,Winnipeg Jets,4,1,0,0,1441.076725625267,1532.1876173549892
2021-04-06,Florida Panthers,2,Carolina Hurricanes,5,3,0,0,1554.3334002952054,1570.8235767129652
2021-04-06,Tampa Bay Lightning,2,Columbus Blue Jackets,4,2,0,0,1549.5324137786076,1446.670893449549
2021-04-06,Dallas Stars,2,Chicago Blackhawks,4,2,0,0,1438.9734305060463,1483.8475780543495
2021-04-06,Nashville Predators,3,Detroit Red Wings,2,1,0,0,1521.4497811987683,1434.3689260045087
2021-04-06,Buffalo Sabres,5,New Jersey Devils,3,2,0,0,1395.6234408513144,1432.6374843857238
2021-04-06,Washington Capitals,0,New York Islanders,1,1,0,0,1562.147736677577,1567.5046607070215
2021-04-06,Pittsburgh Penguins,4,New York Rangers,8,4,0,0,1544.5965569657458,1501.4590682827159
2021-04-06,Boston Bruins,4,Philadelphia Flyers,2,2,1,1,1516.064079468392,1479.9669726615093
2021-04-06,Anaheim Ducks,5,San Jose Sharks,1,4,0,0,1416.238324030836,1483.7957648807476
2021-04-07,Arizona Coyotes,3,Los Angeles Kings,4,1,0,0,1496.8860735721487,1459.4148253642268
2021-04-07,Colorado Avalanche,3,Minnesota Wild,8,5,0,0,1571.0088732694405,1560.8644984325997
2021-04-07,Edmonton Oilers,4,Ottawa Senators,2,2,0,0,1544.5673058147534,1434.7290014231546
2021-04-07,Vegas Golden Knights,1,St. Louis Blues,3,2,0,0,1554.349554590622,1457.4420858593787
2021-04-07,Montreal Canadiens,2,Toronto Maple Leafs,3,1,0,0,1487.5598325053713,1573.330927726293
2021-04-08,New Jersey Devils,6,Buffalo Sabres,3,3,0,0,1440.316414339808,1387.9445108972302
2021-04-08,Florida Panthers,0,Carolina Hurricanes,3,3,0,0,1547.2408157797859,1577.9161612283847
2021-04-08,Tampa Bay Lightning,6,Columbus Blue Jackets,4,2,0,0,1555.7587964646964,1440.4445107634604
2021-04-08,Dallas Stars,5,Chicago Blackhawks,1,4,0,0,1448.5289884318634,1474.2920201285324
2021-04-08,Nashville Predators,7,Detroit Red Wings,1,6,0,0,1528.0136284327607,1427.8050787705163
2021-04-08,Winnipeg Jets,4,Montreal Canadiens,2,2,0,1,1538.0936390585232,1481.6538108018374
2021-04-08,Philadelphia Flyers,2,New York Islanders,3,1,0,0,1474.469007117602,1573.0026262509289
2021-04-08,Pittsburgh Penguins,5,New York Rangers,2,3,0,0,1552.1363523015004,1493.9192729469612
2021-04-08,Edmonton Oilers,3,Ottawa Senators,1,2,1,1,1550.647205185211,1428.649102052697
2021-04-08,Boston Bruins,4,Washington Capitals,2,2,0,0,1525.647015560112,1552.564800585857
2021-04-09,Colorado Avalanche,2,Anaheim Ducks,0,2,0,0,1576.191557428912,1411.0556398713647
2021-04-09,Washington Capitals,4,Buffalo Sabres,3,1,1,1,1557.5625859384925,1382.9467255445948
2021-04-09,Pittsburgh Penguins,6,New Jersey Devils,4,2,1,1,1558.174968224971,1434.2777984163374
2021-04-09,New York Rangers,4,New York Islanders,1,3,1,1,1504.237424234822,1562.6844749630682
2021-04-09,Los Angeles Kings,2,San Jose Sharks,5,3,0,0,1452.5032975507538,1490.7072926942205
2021-04-09,Minnesota Wild,1,St. Louis Blues,9,8,0,0,1551.0790406162605,1467.227543675718
2021-04-09,Arizona Coyotes,4,Vegas Golden Knights,7,3,0,0,1490.7252848456235,1560.510343317147
2021-04-10,Detroit Red Wings,5,Carolina Hurricanes,4,1,0,0,1439.5893731035246,1566.1318668953763
2021-04-10,Chicago Blackhawks,4,Columbus Blue Jackets,3,1,0,0,1482.0431087181569,1432.6934221738359
2021-04-10,Edmonton Oilers,0,Calgary Flames,5,5,0,0,1540.9500230389035,1461.0912823054985
2021-04-10,Florida Panthers,1,Dallas Stars,4,3,0,0,1537.5551377443599,1458.2146664672894
2021-04-10,Winnipeg Jets,5,Montreal Canadiens,0,5,0,0,1545.3333760868438,1474.4140737735167
2021-04-10,Tampa Bay Lightning,3,Nashville Predators,0,3,0,0,1563.6492949318274,1520.1231299656297
2021-04-10,Boston Bruins,2,Philadelphia Flyers,3,1,0,0,1517.0050481062403,1483.1109745714737
2021-04-10,Los Angeles Kings,4,San Jose Sharks,2,2,1,1,1461.9074486551963,1481.303141589778
2021-04-10,Minnesota Wild,2,St. Louis Blues,3,1,1,1,1541.7129220615284,1476.59366223045
2021-04-10,Ottawa Senators,5,Toronto Maple Leafs,6,1,0,0,1424.328436124075,1577.651593654915
2021-04-11,Colorado Avalanche,4,Anaheim Ducks,1,3,0,0,1581.1797882034768,1406.0674090967998
2021-04-11,Washington Capitals,8,Boston Bruins,1,7,0,1,1563.5609330251918,1511.006701019541
2021-04-11,Pittsburgh Penguins,5,New Jersey Devils,2,3,0,0,1563.9652091747573,1428.4875574665512
2021-04-11,Dallas Stars,2,Nashville Predators,3,1,1,1,1452.1532639355755,1526.1845324973435
2021-04-11,New York Rangers,2,New York Islanders,3,1,0,0,1498.0986643618787,1568.8232348360114
2021-04-11,Buffalo Sabres,5,Philadelphia Flyers,3,2,0,1,1392.1192502711833,1473.938449844885
2021-04-11,Arizona Coyotes,0,Vegas Golden Knights,1,1,0,0,1484.838879384656,1566.3967487781147
2021-04-12,Detroit Red Wings,3,Carolina Hurricanes,1,2,0,0,1450.908768658204,1554.812471340697
2021-04-12,Chicago Blackhawks,4,Columbus Blue Jackets,3,1,0,0,1489.4423708803524,1425.2941600116403
2021-04-12,Arizona Coyotes,2,Colorado Avalanche,4,2,1,1,1479.5300504639831,1586.4886171241496
2021-04-12,Vegas Golden Knights,4,Los Angeles Kings,2,2,1,0,1574.1887993760988,1454.1153980572121
2021-04-12,Toronto Maple Leafs,2,Montreal Canadiens,4,2,0,0,1567.870037726767,1484.1956297016648
2021-04-12,Winnipeg Jets,2,Ottawa Senators,4,2,0,0,1535.1825803433155,1434.4792318676034
2021-04-12,Anaheim Ducks,4,San Jose Sharks,0,4,1,0,1417.9011961904093,1469.4693544961685
2021-04-13,Buffalo Sabres,2,Boston Bruins,3,1,0,0,1387.2826678724473,1515.843283418277
2021-04-13,Florida Panthers,3,Dallas Stars,2,1,0,0,1544.155357416275,1445.5530442636605
2021-04-13,New York Rangers,3,New Jersey Devils,0,3,0,0,1505.0449182441375,1421.5413035842923
2021-04-13,Tampa Bay Lightning,2,Nashville Predators,7,5,0,0,1555.3179650218588,1534.5158624073122
2021-04-13,Calgary Flames,3,Toronto Maple Leafs,2,1,0,1,1470.4033604237786,1558.5579596084867
2021-04-13,Philadelphia Flyers,1,Washington Capitals,6,5,0,0,1468.4854984286656,1569.0138844414114
2021-04-14,Vegas Golden Knights,6,Los Angeles Kings,2,4,0,0,1580.0570651662213,1448.2471322670897
2021-04-14,Arizona Coyotes,2,Minnesota Wild,5,3,0,0,1473.4747691144962,1547.7682034110153
2021-04-14,Calgary Flames,4,Montreal Canadiens,1,3,1,0,1480.8487724433628,1473.7502176820806
2021-04-14,Winnipeg Jets,3,Ottawa Senators,2,1,0,0,1541.4546245111258,1428.2071876997932
2021-04-14,Anaheim Ducks,4,San Jose Sharks,1,3,0,0,1427.6079535909932,1459.7625970955846
2021-04-14,Colorado Avalanche,4,St. Louis Blues,3,1,0,0,1592.5673342788662,1470.5149450757335
2021-04-15,New York Islanders,1,Boston Bruins,4,3,0,0,1560.1406946596476,1524.5258235946408
2021-04-15,Nashville Predators,1,Carolina Hurricanes,4,3,0,0,1527.5106781853885,1561.8176555626205
2021-04-15,Columbus Blue Jackets,1,Dallas Stars,4,3,0,0,1418.2881100990337,1452.559094176267
2021-04-15,Chicago Blackhawks,1,Detroit Red Wings,4,3,0,0,1481.0867221049011,1459.2644174336554
2021-04-15,New Jersey Devils,0,New York Rangers,4,4,0,0,1415.9558591002715,1510.6303627281584
2021-04-15,Philadelphia Flyers,2,Pittsburgh Penguins,1,1,0,0,1479.1582772414145,1553.2924303620084
2021-04-15,Florida Panthers,2,Tampa Bay Lightning,3,1,0,0,1536.9402975526973,1562.5330248854364
2021-04-15,Winnipeg Jets,5,Toronto Maple Leafs,2,3,1,0,1551.9761255455364,1548.036458574076
2021-04-15,Buffalo Sabres,5,Washington Capitals,2,3,0,0,1399.6511616913645,1556.6453906224942
2021-04-16,Vegas Golden Knights,4,Anaheim Ducks,0,4,0,0,1585.2839784351445,1422.38104032207
2021-04-16,New York Islanders,0,Boston Bruins,3,3,1,1,1551.8514922930287,1532.8150259612596
2021-04-16,San Jose Sharks,2,Minnesota Wild,3,1,0,0,1454.274746383378,1553.256054123222
2021-04-16,Calgary Flames,1,Montreal Canadiens,2,1,0,0,1473.2133449192281,1481.3856452062153
2021-04-17,St. Louis Blues,2,Arizona Coyotes,3,1,0,0,1463.1110958941697,1480.87861829606
2021-04-17,Pittsburgh Penguins,3,Buffalo Sabres,2,1,0,0,1558.4965994310132,1394.4469926223596
2021-04-17,Nashville Predators,1,Carolina Hurricanes,3,2,0,0,1520.826068108051,1568.502265639958
2021-04-17,Columbus Blue Jackets,1,Dallas Stars,5,4,0,0,1411.6026792655196,1459.2445250097812
2021-04-17,Chicago Blackhawks,4,Detroit Red Wings,0,4,0,0,1489.112904695544,1451.2382348430124
2021-04-17,San Jose Sharks,2,Minnesota Wild,5,3,1,1,1449.0221530960769,1558.508647410523
2021-04-17,Ottawa Senators,4,Montreal Canadiens,0,4,0,1,1436.3501936042712,1473.2426393017372
2021-04-17,New Jersey Devils,3,New York Rangers,6,3,0,0,1410.6114192924276,1515.9748025360022
2021-04-17,Washington Capitals,6,Philadelphia Flyers,3,3,0,0,1563.4181893976406,1472.385478466268
2021-04-17,Florida Panthers,5,Tampa Bay Lightning,3,2,0,0,1546.056528336758,1553.4167941013757
2021-04-17,Edmonton Oilers,3,Winnipeg Jets,0,3,0,0,1549.7318232320704,1543.1943253523696
2021-04-18,Vegas Golden Knights,5,Anaheim Ducks,2,3,0,0,1590.3136765033928,1417.3513422538217
2021-04-18,Washington Capitals,3,Boston Bruins,6,3,1,0,1556.8433422849405,1539.3898730739597
2021-04-18,Pittsburgh Penguins,2,Buffalo Sabres,4,2,1,1,1547.5049741294067,1405.4386179239661
2021-04-18,New York Rangers,5,New Jersey Devils,3,2,1,1,1522.148456171809,1404.437765656621
2021-04-18,New York Islanders,1,Philadelphia Flyers,0,1,0,1,1556.9809731799326,1467.2559975793642
2021-04-18,Toronto Maple Leafs,2,Vancouver Canucks,3,1,0,0,1538.934226804741,1485.3334467855825
2021-04-19,Minnesota Wild,5,Arizona Coyotes,2,3,0,0,1565.2783141173943,1474.1089515891888
2021-04-19,Ottawa Senators,4,Calgary Flames,2,2,0,0,1445.723828207484,1463.8397103160153
2021-04-19,Detroit Red Wings,2,Dallas Stars,3,1,0,0,1443.9505538621154,1466.5322059906782
2021-04-19,Montreal Canadiens,1,Edmonton Oilers,4,3,0,0,1467.5039547073043,1555.4705078265033
2021-04-19,Columbus Blue Jackets,2,Florida Panthers,4,2,0,0,1407.0807738183848,1550.5784337838927
2021-04-19,Chicago Blackhawks,2,Nashville Predators,5,3,0,0,1482.3691060206122,1527.569866782983
2021-04-19,Carolina Hurricanes,2,Tampa Bay Lightning,3,1,0,0,1560.6831279409232,1561.2359318004105
2021-04-19,San Jose Sharks,2,Vegas Golden Knights,3,1,0,1,1443.0352835113533,1596.3005460881163
2021-04-20,Boston Bruins,2,Buffalo Sabres,0,2,0,0,1544.9777827931346,1399.8507082047913
2021-04-20,Detroit Red Wings,2,Dallas Stars,5,3,1,1,1436.997784681093,1473.4849751717006
2021-04-20,Columbus Blue Jackets,1,Florida Panthers,5,4,1,1,1402.7370415295272,1554.9221660727503
2021-04-20,Anaheim Ducks,1,Los Angeles Kings,4,3,0,0,1410.5888748380512,1455.0095996828602
2021-04-20,New York Rangers,1,New York Islanders,6,5,0,0,1515.4758280735011,1563.6536012782403
2021-04-20,New Jersey Devils,6,Pittsburgh Penguins,7,1,0,0,1400.085633331855,1551.8571064541727
2021-04-20,Carolina Hurricanes,4,Tampa Bay Lightning,1,3,1,1,1569.223856709444,1552.6952030318898
2021-04-20,Toronto Maple Leafs,3,Vancouver Canucks,6,3,0,0,1530.2377226270553,1494.0299509632682
2021-04-21,Minnesota Wild,4,Arizona Coyotes,1,3,0,0,1571.7539537170037,1467.6333119895794
2021-04-21,Nashville Predators,4,Chicago Blackhawks,5,1,0,0,1519.0629132795323,1490.8760595240628
2021-04-21,Montreal Canadiens,4,Edmonton Oilers,3,1,0,0,1478.0152600532533,1544.9592024805543
2021-04-21,San Jose Sharks,2,Vegas Golden Knights,5,3,0,0,1438.8799479055995,1600.4558816938702
2021-04-22,Boston Bruins,5,Buffalo Sabres,1,4,0,0,1550.3457917051176,1394.4826992928083
2021-04-22,Dallas Stars,3,Detroit Red Wings,7,4,0,0,1465.1759016361557,1445.306858216638
2021-04-22,Carolina Hurricanes,4,Florida Panthers,2,2,0,0,1577.422733984691,1546.7232887975033
2021-04-22,Washington Capitals,1,New York Islanders,0,1,0,0,1565.5281342130245,1554.9688093501563
2021-04-22,Philadelphia Flyers,3,New York Rangers,2,1,0,0,1476.8872258044423,1505.844599848423
2021-04-22,New Jersey Devils,1,Pittsburgh Penguins,5,4,0,0,1395.901763180862,1556.0409766051657
2021-04-22,Colorado Avalanche,4,St. Louis Blues,2,2,0,0,1598.2451888362664,1457.4332413367695
2021-04-22,Columbus Blue Jackets,1,Tampa Bay Lightning,3,2,0,0,1398.5183975791642,1556.9138469822528
2021-04-22,Ottawa Senators,3,Vancouver Canucks,0,3,0,0,1455.3570055318748,1484.3967736388774
2021-04-22,Toronto Maple Leafs,5,Winnipeg Jets,3,2,0,0,1539.0639212077847,1534.3681267716402
2021-04-23,Boston Bruins,4,Buffalo Sabres,6,2,1,1,1539.5077454017792,1405.3207455961467
2021-04-23,Montreal Canadiens,2,Calgary Flames,4,2,0,0,1470.2170369572812,1471.6379334119874
2021-04-23,Nashville Predators,3,Chicago Blackhawks,1,2,0,0,1526.9433071681296,1482.9956656354655
2021-04-23,Minnesota Wild,4,Los Angeles Kings,2,2,0,0,1577.6906165459322,1449.0729368539317
2021-04-23,Philadelphia Flyers,1,New York Rangers,4,3,1,1,1470.0804543455079,1512.6513713073575
2021-04-24,Vegas Golden Knights,5,Anaheim Ducks,1,4,0,0,1605.0008554426033,1406.043901089318
2021-04-24,Montreal Canadiens,2,Calgary Flames,5,3,1,1,1462.7777541248317,1479.0772162444368
2021-04-24,Dallas Stars,2,Detroit Red Wings,1,1,0,0,1473.2468980955634,1437.2358617572302
2021-04-24,Carolina Hurricanes,3,Florida Panthers,4,1,0,0,1569.2456870683895,1554.9003357138047
2021-04-24,Arizona Coyotes,4,Los Angeles Kings,0,4,0,1,1474.1343496375844,1442.5718992059267
2021-04-24,Washington Capitals,6,New York Islanders,3,3,0,0,1573.8130716059327,1546.6838719572481
2021-04-24,New Jersey Devils,2,Pittsburgh Penguins,4,2,0,0,1391.876418161975,1560.0663216240528
2021-04-24,Minnesota Wild,6,San Jose Sharks,3,3,1,0,1584.7822479621213,1431.7883164894104
2021-04-24,Colorado Avalanche,3,St. Louis Blues,5,2,0,0,1587.6974638117474,1467.9809663612884
2021-04-24,Ottawa Senators,2,Vancouver Canucks,4,2,0,0,1448.5521181109912,1491.2016610597611
2021-04-24,Toronto Maple Leafs,4,Winnipeg Jets,1,3,0,0,1547.4838031283653,1525.9482448510596
2021-04-25,Buffalo Sabres,3,New York Rangers,6,3,0,0,1400.2443969778642,1517.72771992564
2021-04-25,New Jersey Devils,3,Philadelphia Flyers,4,1,1,0,1387.775325387136,1474.1815471203467
2021-04-25,Boston Bruins,0,Pittsburgh Penguins,1,1,0,1,1530.9085723952385,1568.6654946305935
2021-04-25,Columbus Blue Jackets,3,Tampa Bay Lightning,4,1,0,0,1394.460283119653,1560.971961441764
2021-04-26,Montreal Canadiens,2,Calgary Flames,1,1,0,0,1471.6807880143303,1470.1741823549382
2021-04-26,Carolina Hurricanes,3,Dallas Stars,4,1,0,0,1559.6178195674188,1482.8747655965342
2021-04-26,Anaheim Ducks,1,Los Angeles Kings,4,3,0,0,1399.4099039563828,1449.205896338862
2021-04-26,Florida Panthers,1,Nashville Predators,4,3,0,0,1546.7859871260894,1535.057655755845
2021-04-26,Vancouver Canucks,1,Ottawa Senators,2,1,0,0,1482.7525222380918,1457.0012569326605
2021-04-26,Arizona Coyotes,4,San Jose Sharks,6,2,0,0,1465.6920958594426,1440.2305702675521
2021-04-26,Colorado Avalanche,1,St. Louis Blues,4,3,0,0,1577.5730417404695,1478.1053884325663
2021-04-26,Edmonton Oilers,6,Winnipeg Jets,1,5,0,0,1553.0498953571937,1517.8575519744202
2021-04-27,Detroit Red Wings,0,Columbus Blue Jackets,1,1,0,0,1428.7838642787697,1402.9122805981135
2021-04-27,Tampa Bay Lightning,7,Chicago Blackhawks,4,3,0,0,1567.7340418944918,1476.2335851827377
2021-04-27,Carolina Hurricanes,5,Dallas Stars,1,4,1,1,1566.4069338825318,1476.0856512814212
2021-04-27,Philadelphia Flyers,4,New Jersey Devils,6,2,0,0,1464.7599989237399,1397.196873583743
2021-04-27,Florida Panthers,7,Nashville Predators,4,3,1,1,1555.044034847636,1526.7996080342982
2021-04-27,Buffalo Sabres,1,New York Rangers,3,2,0,0,1395.378953734594,1522.5931631689102
2021-04-27,Boston Bruins,3,Pittsburgh Penguins,1,2,0,0,1540.3025513106522,1559.2715157151797
2021-04-27,New York Islanders,0,Washington Capitals,1,1,0,0,1539.8352783824962,1580.6616651806846
2021-04-28,Anaheim Ducks,3,Los Angeles Kings,2,1,0,0,1409.0767119593088,1439.539088335936
2021-04-28,St. Louis Blues,4,Minnesota Wild,3,1,0,0,1489.0153284935454,1573.8723079011422
2021-04-28,Toronto Maple Leafs,4,Montreal Canadiens,1,3,0,0,1554.293552081076,1464.8710390616195
2021-04-28,Vancouver Canucks,3,Ottawa Senators,6,3,0,0,1474.6886608406153,1465.065118330137
2021-04-28,Arizona Coyotes,2,San Jose Sharks,4,2,0,0,1457.6348698572158,1448.287796269779
2021-04-28,Colorado Avalanche,2,Vegas Golden Knights,5,3,0,0,1570.7312817959491,1611.8426153871237
2021-04-28,Edmonton Oilers,3,Winnipeg Jets,1,2,0,0,1560.7703217217631,1510.1371256098507
2021-04-29,Buffalo Sabres,2,Boston Bruins,5,3,0,0,1391.0629896858568,1544.6185153593894
2021-04-29,Detroit Red Wings,1,Carolina Hurricanes,3,2,0,0,1424.3247963288338,1570.8660018324676
2021-04-29,Florida Panthers,4,Chicago Blackhawks,3,1,0,0,1561.7878537987594,1469.4897662316143
2021-04-29,Calgary Flames,3,Edmonton Oilers,1,2,0,1,1479.1422072880293,1551.802296788672
2021-04-29,St. Louis Blues,5,Minnesota Wild,4,1,1,1,1499.4592862623804,1563.4283501323073
2021-04-29,Philadelphia Flyers,3,New Jersey Devils,5,2,0,0,1455.751618203522,1406.2052543039608
2021-04-29,New York Islanders,4,New York Rangers,0,4,0,0,1547.966589611957,1514.4618519394494
2021-04-29,Dallas Stars,0,Tampa Bay Lightning,3,3,0,0,1470.6763121157894,1573.1433810601236
2021-04-29,Vancouver Canucks,1,Toronto Maple Leafs,4,3,1,1,1469.0182158304879,1559.9639970912035
2021-04-29,Pittsburgh Penguins,5,Washington Capitals,4,1,0,0,1568.291420768082,1571.6417601277824
2021-04-30,Los Angeles Kings,2,Anaheim Ducks,1,1,0,0,1447.3674580575382,1401.2483422377065
2021-04-30,Vegas Golden Knights,0,Arizona Coyotes,3,3,0,0,1601.0359997830224,1468.4414854613171
2021-04-30,San Jose Sharks,0,Colorado Avalanche,3,3,0,0,1443.523960891945,1575.495117173783
2021-04-30,Winnipeg Jets,3,Montreal Canadiens,5,2,0,0,1501.628693135154,1473.3794715363163
2021-05-01,Los Angeles Kings,2,Anaheim Ducks,6,4,1,1,1438.8397197093648,1409.77608058588
2021-05-01,Vegas Golden Knights,3,Arizona Coyotes,2,1,1,1,1606.6509688791098,1462.8265163652297
2021-05-01,Buffalo Sabres,2,Boston Bruins,6,4,0,0,1386.9131869538253,1548.768318091421
