,Date,Away,Away_Goals,Home,Home_Goals,MOV,Away_B2B,Home_B2B,Away_ELO,Home_ELO,Away_Win_Prob,Home_Win_Prob
"105,3",2022-01-14,Vegas Golden Knights,0,Edmonton Oilers,0,0,0,0,1559.7569702625942,1524.6453623512457,0.5173583458156419,0.4826416541843581
"106,0",2022-01-15,Nashville Predators,0,Boston Bruins,0,0,0,0,1525.5450930589127,1536.007565604796,0.4519478412554302,0.5480521587445698
"106,1",2022-01-15,New Jersey Devils,0,Montréal Canadiens,0,0,0,0,1448.378720253926,1524.338485276843,0.35939415545366293,0.6406058445463371
"106,2",2022-01-15,Vancouver Canucks,0,Carolina Hurricanes,0,0,0,0,1467.6595878991968,1534.974071024255,0.37132087981281203,0.628679120187188
"106,3",2022-01-15,Washington Capitals,0,New York Islanders,0,0,0,0,1536.1204106113955,1541.52762789748,0.4592190170121302,0.5407809829878698
"106,4",2022-01-15,Columbus Blue Jackets,0,Florida Panthers,0,0,0,1,1442.0952561020642,1545.9482247731423,0.4218412867132384,0.5781587132867616
"106,5",2022-01-15,Buffalo Sabres,0,Detroit Red Wings,0,0,0,0,1440.654305177491,1452.5229031169015,0.44992635538459147,0.5500736446154085
"106,6",2022-01-15,Dallas Stars,0,Tampa Bay Lightning,0,0,1,0,1473.3941648592456,1563.1276521234515,0.24065990318407346,0.7593400968159265
"106,7",2022-01-15,New York Rangers,0,Philadelphia Flyers,0,0,0,0,1498.72892578367,1471.1582078374126,0.5065943762134897,0.4934056237865103
"106,8",2022-01-15,Toronto Maple Leafs,0,St. Louis Blues,0,0,0,0,1521.7383346071497,1485.2672940343534,0.5192941087161068,0.4807058912838932
"106,9",2022-01-15,Ottawa Senators,0,Winnipeg Jets,0,0,0,0,1486.7316160132636,1500.0379988005302,0.44785993315829564,0.5521400668417044
"106,10",2022-01-15,Anaheim Ducks,0,Chicago Blackhawks,0,0,1,0,1442.9768930537132,1471.1529819944997,0.32654000837130315,0.6734599916286969
"106,11",2022-01-15,Colorado Avalanche,0,Arizona Coyotes,0,0,1,1,1562.216140913711,1470.147049144132,0.5964813150331985,0.40351868496680154
"106,12",2022-01-15,Vegas Golden Knights,0,Calgary Flames,0,0,1,0,1559.7569702625942,1486.0150445429372,0.47155779950692,0.52844220049308
"106,13",2022-01-15,Los Angeles Kings,0,Seattle Kraken,0,0,0,0,1452.730493774311,1500.0,0.3993903567155336,0.6006096432844664
"106,14",2022-01-15,Pittsburgh Penguins,0,San Jose Sharks,0,0,0,0,1540.7279677509364,1449.8109709182972,0.5949331814676647,0.4050668185323353
"107,0",2022-01-16,Vancouver Canucks,0,Washington Capitals,0,0,1,1,1467.6595878991968,1536.1204106113955,0.3697325823415193,0.6302674176584807
"107,1",2022-01-16,Edmonton Oilers,0,Winnipeg Jets,0,0,0,1,1524.6453623512457,1500.0379988005302,0.6023537478262809,0.3976462521737191
"108,0",2022-01-17,Detroit Red Wings,0,Buffalo Sabres,0,0,0,0,1452.5229031169015,1440.654305177491,0.4840736446154086,0.5159263553845914
"108,1",2022-01-17,Minnesota Wild,0,Colorado Avalanche,0,0,0,0,1541.9981702556054,1562.216140913711,0.4379367995960992,0.5620632004039008
"108,2",2022-01-17,Montréal Canadiens,0,Arizona Coyotes,0,0,0,0,1524.338485276843,1470.147049144132,0.54436140226085,0.45563859773915005
"108,3",2022-01-17,Los Angeles Kings,0,San Jose Sharks,0,0,0,0,1452.730493774311,1449.8109709182972,0.47120143224003774,0.5287985677599623
"108,4",2022-01-17,Chicago Blackhawks,0,Seattle Kraken,0,0,0,0,1471.1529819944997,1500.0,0.4255809373199855,0.5744190626800145
"108,5",2022-01-17,New Jersey Devils,0,Toronto Maple Leafs,0,0,0,0,1448.378720253926,1521.7383346071497,0.3629684522034906,0.6370315477965094
"108,6",2022-01-17,Philadelphia Flyers,0,New York Islanders,0,0,0,0,1471.1582078374126,1541.52762789748,0.36709268294412123,0.6329073170558788
"108,7",2022-01-17,Nashville Predators,0,St. Louis Blues,0,0,0,0,1525.5450930589127,1485.2672940343534,0.5247061298841986,0.4752938701158014
"108,8",2022-01-17,Pittsburgh Penguins,0,Vegas Golden Knights,0,0,0,0,1540.7279677509364,1559.7569702625942,0.4396424137872126,0.5603575862127874
"109,0",2022-01-18,Carolina Hurricanes,0,Boston Bruins,0,0,0,0,1534.974071024255,1536.007565604796,0.4655126861275338,0.5344873138724662
"109,1",2022-01-18,Buffalo Sabres,0,Ottawa Senators,0,0,1,0,1440.654305177491,1486.7316160132636,0.30107546863884016,0.6989245313611598
"109,2",2022-01-18,Columbus Blue Jackets,0,New York Islanders,0,0,0,1,1442.0952561020642,1541.52762789748,0.42768812377544907,0.5723118762245509
"109,3",2022-01-18,Detroit Red Wings,0,Philadelphia Flyers,0,0,1,1,1452.5229031169015,1471.1582078374126,0.4402073290472558,0.5597926709527442
"109,4",2022-01-18,Winnipeg Jets,0,Washington Capitals,0,0,0,0,1500.0379988005302,1536.1204106113955,0.4152591197082004,0.5847408802917996
"109,5",2022-01-18,Vancouver Canucks,0,Nashville Predators,0,0,0,1,1467.6595878991968,1525.5450930589127,0.484458387205448,0.515541612794552
"109,6",2022-01-18,Montréal Canadiens,0,Dallas Stars,0,0,1,0,1524.338485276843,1473.3941648592456,0.43979382226766317,0.5602061777323368
"109,7",2022-01-18,Florida Panthers,0,Calgary Flames,0,0,0,0,1545.9482247731423,1486.0150445429372,0.5524053259922105,0.4475946740077895
"109,8",2022-01-18,Chicago Blackhawks,0,Edmonton Oilers,0,0,1,0,1471.1529819944997,1524.6453623512457,0.2906208410146358,0.7093791589853642
"109,9",2022-01-18,Tampa Bay Lightning,0,Los Angeles Kings,0,0,0,1,1563.1276521234515,1452.730493774311,0.7207348721276061,0.2792651278723939
"110,0",2022-01-19,Arizona Coyotes,0,New Jersey Devils,0,0,0,0,1470.147049144132,1448.378720253926,0.49828621557557173,0.5017137844244283
"110,1",2022-01-19,Toronto Maple Leafs,0,New York Rangers,0,0,0,0,1521.7383346071497,1498.72892578367,0.5000648750799563,0.49993512492004366
"110,2",2022-01-19,Colorado Avalanche,0,Anaheim Ducks,0,0,0,0,1562.216140913711,1442.9768930537132,0.6321647838610711,0.3678352161389289
"111,0",2022-01-20,Washington Capitals,0,Boston Bruins,0,0,0,0,1536.1204106113955,1536.007565604796,0.46716239701304896,0.532837602986951
"111,1",2022-01-20,Dallas Stars,0,Buffalo Sabres,0,0,0,0,1473.3941648592456,1440.654305177491,0.5139774769869065,0.48602252301309345
"111,2",2022-01-20,Columbus Blue Jackets,0,Philadelphia Flyers,0,0,0,0,1442.0952561020642,1471.1582078374126,0.4252723320704582,0.5747276679295418
"111,3",2022-01-20,Ottawa Senators,0,Pittsburgh Penguins,0,0,0,0,1486.7316160132636,1540.7279677509364,0.3899126496397989,0.6100873503602011
"111,4",2022-01-20,Winnipeg Jets,0,Nashville Predators,0,0,0,0,1500.0379988005302,1525.5450930589127,0.43035814784151605,0.569641852158484
"111,5",2022-01-20,Florida Panthers,0,Edmonton Oilers,0,0,0,0,1545.9482247731423,1524.6453623512457,0.49761892265077645,0.5023810773492235
"111,6",2022-01-20,Colorado Avalanche,0,Los Angeles Kings,0,0,1,0,1562.216140913711,1452.730493774311,0.5195461575421317,0.48045384245786826
"111,7",2022-01-20,Montréal Canadiens,0,Vegas Golden Knights,0,0,0,0,1524.338485276843,1559.7569702625942,0.4162045414184179,0.5837954585815821
"111,8",2022-01-20,San Jose Sharks,0,Seattle Kraken,0,0,0,0,1449.8109709182972,1500.0,0.39527042572234516,0.6047295742776548
"112,0",2022-01-21,New York Rangers,0,Carolina Hurricanes,0,0,0,0,1498.72892578367,1534.974071024255,0.41502744656488433,0.5849725534351157
"112,1",2022-01-21,Pittsburgh Penguins,0,Columbus Blue Jackets,0,0,1,1,1540.7279677509364,1442.0952561020642,0.6052497317556705,0.39475026824432946
"112,2",2022-01-21,Dallas Stars,0,Detroit Red Wings,0,0,1,0,1473.3941648592456,1452.5229031169015,0.39700008184371804,0.602999918156282
"112,3",2022-01-21,Arizona Coyotes,0,New York Islanders,0,0,0,0,1470.147049144132,1541.52762789748,0.36569642364715627,0.6343035763528437
"112,4",2022-01-21,Minnesota Wild,0,Chicago Blackhawks,0,0,0,0,1541.9981702556054,1471.1529819944997,0.5675644856342742,0.4324355143657258
"112,5",2022-01-21,Florida Panthers,0,Vancouver Canucks,0,0,1,0,1545.9482247731423,1467.6595878991968,0.47779747953732554,0.5222025204626745
"112,6",2022-01-21,Tampa Bay Lightning,0,Anaheim Ducks,0,0,0,0,1563.1276521234515,1442.9768930537132,0.633332402129907,0.36666759787009295
"112,7",2022-01-21,St. Louis Blues,0,Seattle Kraken,0,0,0,1,1485.2672940343534,1500.0,0.5458106305457685,0.4541893694542315
"113,0",2022-01-22,Philadelphia Flyers,0,Buffalo Sabres,0,0,0,0,1471.1582078374126,1440.654305177491,0.5107861958423363,0.4892138041576637
"113,1",2022-01-22,Winnipeg Jets,0,Boston Bruins,0,0,0,0,1500.0379988005302,1536.007565604796,0.4154197830968698,0.5845802169031302
"113,2",2022-01-22,New York Islanders,0,Toronto Maple Leafs,0,0,1,0,1541.52762789748,1521.7383346071497,0.3954483246570393,0.6045516753429607
"113,3",2022-01-22,Carolina Hurricanes,0,New Jersey Devils,0,0,1,0,1534.974071024255,1448.378720253926,0.48910274312712676,0.5108972568728732
"113,4",2022-01-22,Arizona Coyotes,0,New York Rangers,0,0,1,1,1470.147049144132,1498.72892578367,0.4259599119157317,0.5740400880842683
"113,5",2022-01-22,Ottawa Senators,0,Washington Capitals,0,0,0,0,1486.7316160132636,1536.1204106113955,0.3963987253870177,0.6036012746129823
"113,6",2022-01-22,Montréal Canadiens,0,Colorado Avalanche,0,0,0,0,1524.338485276843,1562.216140913711,0.41270461082723586,0.5872953891727641
"113,7",2022-01-22,Detroit Red Wings,0,Nashville Predators,0,0,1,0,1452.5229031169015,1525.5450930589127,0.2634331172804085,0.7365668827195915
"113,8",2022-01-22,Chicago Blackhawks,0,Minnesota Wild,0,0,1,1,1471.1529819944997,1541.9981702556054,0.36643551436572586,0.6335644856342741
"113,9",2022-01-22,Calgary Flames,0,Edmonton Oilers,0,0,0,0,1486.0150445429372,1524.6453623512457,0.4116344689807063,0.5883655310192937
"113,10",2022-01-22,Tampa Bay Lightning,0,San Jose Sharks,0,0,1,0,1563.1276521234515,1449.8109709182972,0.5245293074597612,0.47547069254023877
"114,0",2022-01-23,Winnipeg Jets,0,Pittsburgh Penguins,0,0,1,0,1500.0379988005302,1540.7279677509364,0.3087086911940484,0.6912913088059516
"114,1",2022-01-23,Ottawa Senators,0,Columbus Blue Jackets,0,0,1,0,1486.7316160132636,1442.0952561020642,0.43088578260718857,0.5691142173928114
"114,2",2022-01-23,Los Angeles Kings,0,New Jersey Devils,0,0,0,1,1452.730493774311,1448.378720253926,0.5732623780330195,0.4267376219669805
"114,3",2022-01-23,Florida Panthers,0,Seattle Kraken,0,0,0,0,1545.9482247731423,1500.0,0.5327419821041696,0.46725801789583044
"114,4",2022-01-23,St. Louis Blues,0,Vancouver Canucks,0,0,0,0,1485.2672940343534,1467.6595878991968,0.4923178545783058,0.5076821454216942
"115,0",2022-01-24,Anaheim Ducks,0,Boston Bruins,0,0,0,0,1442.9768930537132,1536.007565604796,0.33622858855855653,0.6637714114414435
"115,1",2022-01-24,Los Angeles Kings,0,New York Rangers,0,0,1,0,1452.730493774311,1498.72892578367,0.3011870143542701,0.6988129856457299
"115,2",2022-01-24,Dallas Stars,0,Philadelphia Flyers,0,0,0,0,1473.3941648592456,1471.1582078374126,0.4702177563937894,0.5297822436062106
"115,3",2022-01-24,Vegas Golden Knights,0,Washington Capitals,0,0,0,0,1559.7569702625942,1536.1204106113955,0.5009633624950702,0.49903663750492977
"115,4",2022-01-24,Montréal Canadiens,0,Minnesota Wild,0,0,0,0,1524.338485276843,1541.9981702556054,0.44160753421292565,0.5583924657870744
"115,5",2022-01-24,Chicago Blackhawks,0,Colorado Avalanche,0,0,0,0,1471.1529819944997,1562.216140913711,0.3388702662755848,0.6611297337244152
"115,6",2022-01-24,St. Louis Blues,0,Calgary Flames,0,0,1,0,1485.2672940343534,1486.0150445429372,0.36592390217751547,0.6340760978224845
"116,0",2022-01-25,Buffalo Sabres,0,Ottawa Senators,0,0,0,0,1440.654305177491,1486.7316160132636,0.40107546863884014,0.5989245313611599
"116,1",2022-01-25,Dallas Stars,0,New Jersey Devils,0,0,1,0,1473.3941648592456,1448.378720253926,0.40293803876320256,0.5970619612367974
"116,2",2022-01-25,Arizona Coyotes,0,Pittsburgh Penguins,0,0,0,0,1470.147049144132,1540.7279677509364,0.3668004999219667,0.6331995000780333
"116,3",2022-01-25,Vegas Golden Knights,0,Carolina Hurricanes,0,0,1,0,1559.7569702625942,1534.974071024255,0.4026050920198412,0.5973949079801588
"116,4",2022-01-25,Philadelphia Flyers,0,New York Islanders,0,0,1,0,1471.1582078374126,1541.52762789748,0.26709268294412125,0.7329073170558787
"116,5",2022-01-25,Florida Panthers,0,Winnipeg Jets,0,0,0,0,1545.9482247731423,1500.0379988005302,0.5326882420521695,0.46731175794783053
"116,6",2022-01-25,Edmonton Oilers,0,Vancouver Canucks,0,0,0,0,1524.6453623512457,1467.6595878991968,0.5482815473065834,0.4517184526934166
"116,7",2022-01-25,Nashville Predators,0,Seattle Kraken,0,0,0,0,1525.5450930589127,1500.0,0.5036962427080189,0.49630375729198106
"117,0",2022-01-26,Anaheim Ducks,0,Toronto Maple Leafs,0,0,0,0,1442.9768930537132,1521.7383346071497,0.3555557068791978,0.6444442931208022
"117,1",2022-01-26,San Jose Sharks,0,Washington Capitals,0,0,0,0,1449.8109709182972,1536.1204106113955,0.34528425576521393,0.6547157442347861
"117,2",2022-01-26,Calgary Flames,0,Columbus Blue Jackets,0,0,0,0,1486.0150445429372,1442.0952561020642,0.5298711228262436,0.4701288771737564
"117,3",2022-01-26,Chicago Blackhawks,0,Detroit Red Wings,0,0,0,0,1471.1529819944997,1452.5229031169015,0.4937851719487526,0.5062148280512474
"117,4",2022-01-26,Boston Bruins,0,Colorado Avalanche,0,0,0,0,1536.007565604796,1562.216140913711,0.429354206956745,0.570645793043255
"118,0",2022-01-27,Anaheim Ducks,0,Montréal Canadiens,0,0,1,0,1442.9768930537132,1524.338485276843,0.2520056731518856,0.7479943268481144
"118,1",2022-01-27,Carolina Hurricanes,0,Ottawa Senators,0,0,0,0,1534.974071024255,1486.7316160132636,0.5359837038849123,0.46401629611508766
"118,2",2022-01-27,New Jersey Devils,0,Tampa Bay Lightning,0,0,0,0,1448.378720253926,1563.1276521234515,0.3076165329482534,0.6923834670517466
"118,3",2022-01-27,Vegas Golden Knights,0,Florida Panthers,0,0,0,0,1559.7569702625942,1545.9482247731423,0.4868619250271866,0.5131380749728134
"118,4",2022-01-27,Los Angeles Kings,0,New York Islanders,0,0,0,0,1452.730493774311,1541.52762789748,0.3419222447333998,0.6580777552666002
"118,5",2022-01-27,Seattle Kraken,0,Pittsburgh Penguins,0,0,0,0,1500.0,1540.7279677509364,0.40865475045931265,0.5913452495406873
"118,6",2022-01-27,New York Rangers,0,Columbus Blue Jackets,0,0,0,1,1498.72892578367,1442.0952561020642,0.6477881376445155,0.3522118623554845
"118,7",2022-01-27,Calgary Flames,0,St. Louis Blues,0,0,1,0,1486.0150445429372,1485.2672940343534,0.3680760978224845,0.6319239021775155
"118,8",2022-01-27,Vancouver Canucks,0,Winnipeg Jets,0,0,0,0,1467.6595878991968,1500.0379988005302,0.4205381480470155,0.5794618519529845
"118,9",2022-01-27,Nashville Predators,0,Edmonton Oilers,0,0,0,0,1525.5450930589127,1524.6453623512457,0.4682948136775643,0.5317051863224357
"119,0",2022-01-28,Detroit Red Wings,0,Pittsburgh Penguins,0,0,0,1,1452.5229031169015,1540.7279677509364,0.44272132128520325,0.5572786787147967
"119,1",2022-01-28,Minnesota Wild,0,New York Rangers,0,0,0,1,1541.9981702556054,1498.72892578367,0.6289495013771329,0.3710504986228671
"119,2",2022-01-28,Colorado Avalanche,0,Chicago Blackhawks,0,0,0,0,1562.216140913711,1471.1529819944997,0.5951297337244152,0.40487026627558476
"119,3",2022-01-28,Washington Capitals,0,Dallas Stars,0,0,0,0,1536.1204106113955,1473.3941648592456,0.5563021601097417,0.44369783989025835
"119,4",2022-01-28,Boston Bruins,0,Arizona Coyotes,0,0,0,0,1536.007565604796,1470.147049144132,0.5606617105947406,0.43933828940525943
"120,0",2022-01-29,Anaheim Ducks,0,Ottawa Senators,0,0,0,0,1442.9768930537132,1486.7316160132636,0.4043626835433849,0.5956373164566151
"120,1",2022-01-29,Los Angeles Kings,0,Philadelphia Flyers,0,0,0,0,1452.730493774311,1471.1582078374126,0.44050522770162415,0.5594947722983759
"120,2",2022-01-29,Seattle Kraken,0,New York Islanders,0,0,0,0,1500.0,1541.52762789748,0.4075199239058066,0.5924800760941934
"120,3",2022-01-29,Winnipeg Jets,0,St. Louis Blues,0,0,0,0,1500.0379988005302,1485.2672940343534,0.48824395565944967,0.5117560443405503
"120,4",2022-01-29,San Jose Sharks,0,Florida Panthers,0,0,0,0,1449.8109709182972,1545.9482247731423,0.33207350509245914,0.6679264949075409
"120,5",2022-01-29,Edmonton Oilers,0,Montréal Canadiens,0,0,0,0,1524.6453623512457,1524.338485276843,0.4674416314957166,0.5325583685042834
"120,6",2022-01-29,Toronto Maple Leafs,0,Detroit Red Wings,0,0,0,1,1521.7383346071497,1452.5229031169015,0.6653118468450863,0.33468815315491374
"120,7",2022-01-29,Vegas Golden Knights,0,Tampa Bay Lightning,0,0,0,0,1559.7569702625942,1563.1276521234515,0.46214935105305577,0.5378506489469442
"120,8",2022-01-29,New Jersey Devils,0,Carolina Hurricanes,0,0,0,0,1448.378720253926,1534.974071024255,0.3448972568728732,0.6551027431271268
"120,9",2022-01-29,Buffalo Sabres,0,Arizona Coyotes,0,0,0,1,1440.654305177491,1470.147049144132,0.5246581829155224,0.47534181708447765
"120,10",2022-01-29,Vancouver Canucks,0,Calgary Flames,0,0,0,0,1467.6595878991968,1486.0150445429372,0.44060892364468107,0.5593910763553189
"121,0",2022-01-30,Seattle Kraken,0,New York Rangers,0,0,1,0,1500.0,1498.72892578367,0.36882921467826524,0.6311707853217348
"121,1",2022-01-30,Los Angeles Kings,0,Pittsburgh Penguins,0,0,1,0,1452.730493774311,1540.7279677509364,0.2430016530402049,0.7569983469597951
"121,2",2022-01-30,San Jose Sharks,0,Carolina Hurricanes,0,0,1,1,1449.8109709182972,1534.974071024255,0.34683745261646415,0.6531625473835359
"121,3",2022-01-30,Columbus Blue Jackets,0,Montréal Canadiens,0,0,0,1,1442.0952561020642,1524.338485276843,0.4508047107691726,0.5491952892308274
"121,4",2022-01-30,Chicago Blackhawks,0,St. Louis Blues,0,0,0,1,1471.1529819944997,1485.2672940343534,0.5466990387212638,0.4533009612787362
"121,5",2022-01-30,Boston Bruins,0,Dallas Stars,0,0,0,0,1536.007565604796,1473.3941648592456,0.5561449343601248,0.4438550656398752
"121,6",2022-01-30,Minnesota Wild,0,New York Islanders,0,0,0,1,1541.9981702556054,1541.52762789748,0.5676771644731307,0.43232283552686934
"121,7",2022-01-30,Buffalo Sabres,0,Colorado Avalanche,0,0,1,0,1440.654305177491,1562.216140913711,0.19886407141562742,0.8011359285843725
"122,0",2022-01-31,Florida Panthers,0,Columbus Blue Jackets,0,0,0,1,1545.9482247731423,1442.0952561020642,0.7121587132867614,0.2878412867132386
"122,1",2022-01-31,Edmonton Oilers,0,Ottawa Senators,0,0,0,0,1524.6453623512457,1486.7316160132636,0.5213467148287542,0.47865328517124583
"122,2",2022-01-31,Anaheim Ducks,0,Detroit Red Wings,0,0,0,0,1442.9768930537132,1452.5229031169015,0.45326564310070516,0.5467343568992948
"122,3",2022-01-31,Vancouver Canucks,0,Chicago Blackhawks,0,0,0,1,1467.6595878991968,1471.1529819944997,0.5619727711848057,0.4380272288151943
"123,0",2022-02-01,Seattle Kraken,0,Boston Bruins,0,0,0,0,1500.0,1536.007565604796,0.4153656809960773,0.5846343190039227
"123,1",2022-02-01,St. Louis Blues,0,Montréal Canadiens,0,0,0,0,1485.2672940343534,1524.338485276843,0.4110078689317158,0.5889921310682842
"123,2",2022-02-01,San Jose Sharks,0,Tampa Bay Lightning,0,0,0,0,1449.8109709182972,1563.1276521234515,0.30947069254023873,0.6905293074597613
"123,3",2022-02-01,Toronto Maple Leafs,0,New Jersey Devils,0,0,0,0,1521.7383346071497,1448.378720253926,0.5710315477965092,0.4289684522034908
"123,4",2022-02-01,Florida Panthers,0,New York Rangers,0,0,1,0,1545.9482247731423,1498.72892578367,0.43453870898881786,0.5654612910111821
"123,5",2022-02-01,Winnipeg Jets,0,Philadelphia Flyers,0,0,0,0,1500.0379988005302,1471.1582078374126,0.5084659027439487,0.49153409725605135
"123,6",2022-02-01,Washington Capitals,0,Pittsburgh Penguins,0,0,0,0,1536.1204106113955,1540.7279677509364,0.4603695809533018,0.5396304190466982
"123,7",2022-02-01,Ottawa Senators,0,New York Islanders,0,0,1,0,1486.7316160132636,1541.52762789748,0.28878960109025986,0.7112103989097401
"123,8",2022-02-01,Vancouver Canucks,0,Nashville Predators,0,0,1,0,1467.6595878991968,1525.5450930589127,0.284458387205448,0.715541612794552
"123,9",2022-02-01,Calgary Flames,0,Dallas Stars,0,0,0,0,1486.0150445429372,1473.3941648592456,0.485154921059605,0.514845078940395
"123,10",2022-02-01,Arizona Coyotes,0,Colorado Avalanche,0,0,0,0,1470.147049144132,1562.216140913711,0.3375186849668015,0.6624813150331985
"123,11",2022-02-01,Buffalo Sabres,0,Vegas Golden Knights,0,0,0,0,1440.654305177491,1559.7569702625942,0.30201034929885195,0.697989650701148
"124,0",2022-02-02,Edmonton Oilers,0,Washington Capitals,0,0,0,1,1524.6453623512457,1536.1204106113955,0.5504920801391114,0.44950791986088856
"124,1",2022-02-02,Los Angeles Kings,0,Detroit Red Wings,0,0,0,0,1452.730493774311,1452.5229031169015,0.4672987469351968,0.5327012530648032
"124,2",2022-02-02,Minnesota Wild,0,Chicago Blackhawks,0,0,0,0,1541.9981702556054,1471.1529819944997,0.5675644856342742,0.4324355143657258
"124,3",2022-02-02,Calgary Flames,0,Arizona Coyotes,0,0,1,1,1486.0150445429372,1470.147049144132,0.48982001641178496,0.510179983588215
"125,0",2022-02-23,Philadelphia Flyers,0,Detroit Red Wings,0,0,0,0,1471.1582078374126,1452.5229031169015,0.49379267095274426,0.5062073290472557
"125,1",2022-02-23,Edmonton Oilers,0,Tampa Bay Lightning,0,0,0,0,1524.6453623512457,1563.1276521234515,0.41184489633107646,0.5881551036689235
"125,2",2022-02-23,Winnipeg Jets,0,Dallas Stars,0,0,0,0,1500.0379988005302,1473.3941648592456,0.5052685706190329,0.49473142938096715
"125,3",2022-02-23,Los Angeles Kings,0,Arizona Coyotes,0,0,0,0,1452.730493774311,1470.147049144132,0.44195653578343275,0.5580434642165673
"126,0",2022-02-24,Minnesota Wild,0,Toronto Maple Leafs,0,0,0,0,1541.9981702556054,1521.7383346071497,0.496123244986714,0.503876755013286
"126,1",2022-02-24,Columbus Blue Jackets,0,Florida Panthers,0,0,0,0,1442.0952561020642,1545.9482247731423,0.3218412867132384,0.6781587132867616
"126,2",2022-02-24,Pittsburgh Penguins,0,New Jersey Devils,0,0,0,0,1540.7279677509364,1448.378720253926,0.5968573752467408,0.40314262475325924
"126,3",2022-02-24,Washington Capitals,0,New York Rangers,0,0,0,0,1536.1204106113955,1498.72892578367,0.5206038788253379,0.4793961211746621
"126,4",2022-02-24,Dallas Stars,0,Nashville Predators,0,0,1,0,1473.3941648592456,1525.5450930589127,0.29250740064230163,0.7074925993576984
"126,5",2022-02-24,Calgary Flames,0,Vancouver Canucks,0,0,0,0,1486.0150445429372,1467.6595878991968,0.49339107635531876,0.5066089236446812
"126,6",2022-02-24,Boston Bruins,0,Seattle Kraken,0,0,0,0,1536.007565604796,1500.0,0.5186343190039228,0.48136568099607724
"126,7",2022-02-24,New York Islanders,0,San Jose Sharks,0,0,0,0,1541.52762789748,1449.8109709182972,0.5960080097218593,0.4039919902781407
"127,0",2022-02-25,Columbus Blue Jackets,0,Carolina Hurricanes,0,0,1,0,1442.0952561020642,1534.974071024255,0.23643220331787115,0.7635677966821288
"127,1",2022-02-25,Buffalo Sabres,0,St. Louis Blues,0,0,0,0,1440.654305177491,1485.2672940343534,0.4031473022393306,0.5968526977606694
"127,2",2022-02-25,New Jersey Devils,0,Chicago Blackhawks,0,0,1,0,1448.378720253926,1471.1529819944997,0.33427206391512865,0.6657279360848714
"127,3",2022-02-25,Winnipeg Jets,0,Colorado Avalanche,0,0,0,0,1500.0379988005302,1562.216140913711,0.37846167718366175,0.6215383228163383
"127,4",2022-02-25,Vegas Golden Knights,0,Arizona Coyotes,0,0,0,0,1559.7569702625942,1470.147049144132,0.5931736095881973,0.4068263904118027
"127,5",2022-02-25,Los Angeles Kings,0,Anaheim Ducks,0,0,0,0,1452.730493774311,1442.9768930537132,0.4810328735215249,0.5189671264784751
"128,0",2022-02-26,Edmonton Oilers,0,Florida Panthers,0,0,0,0,1524.6453623512457,1545.9482247731423,0.4363810773492235,0.5636189226507765
"128,1",2022-02-26,Washington Capitals,0,Philadelphia Flyers,0,0,0,0,1536.1204106113955,1471.1582078374126,0.5594136952423471,0.4405863047576529
"128,2",2022-02-26,New York Rangers,0,Pittsburgh Penguins,0,0,0,0,1498.72892578367,1540.7279677509364,0.40685121353542464,0.5931487864645754
"128,3",2022-02-26,Detroit Red Wings,0,Toronto Maple Leafs,0,0,0,0,1452.5229031169015,1521.7383346071497,0.36868815315491377,0.6313118468450862
"128,4",2022-02-26,Montréal Canadiens,0,Ottawa Senators,0,0,0,0,1524.338485276843,1486.7316160132636,0.5209102589811883,0.47908974101881174
"128,5",2022-02-26,Tampa Bay Lightning,0,Nashville Predators,0,0,0,0,1563.1276521234515,1525.5450930589127,0.5208756802437334,0.47912431975626657
"128,6",2022-02-26,Minnesota Wild,0,Calgary Flames,0,0,0,0,1541.9981702556054,1486.0150445429372,0.54687609623749,0.45312390376251
"128,7",2022-02-26,Colorado Avalanche,0,Vegas Golden Knights,0,0,1,1,1562.216140913711,1559.7569702625942,0.4705389719520825,0.5294610280479175
"128,8",2022-02-26,Boston Bruins,0,San Jose Sharks,0,0,0,0,1536.007565604796,1449.8109709182972,0.5885629586083915,0.4114370413916085
"128,9",2022-02-26,New York Islanders,0,Los Angeles Kings,0,0,0,1,1541.52762789748,1452.730493774311,0.6920777552666001,0.3079222447333999
"129,0",2022-02-27,Edmonton Oilers,0,Carolina Hurricanes,0,0,1,0,1524.6453623512457,1534.974071024255,0.3521401707038734,0.6478598292961266
"129,1",2022-02-27,Buffalo Sabres,0,Dallas Stars,0,0,0,0,1440.654305177491,1473.3941648592456,0.4200225230130935,0.5799774769869065
"129,2",2022-02-27,St. Louis Blues,0,Chicago Blackhawks,0,0,0,0,1485.2672940343534,1471.1529819944997,0.48730096127873623,0.5126990387212638
"129,3",2022-02-27,Winnipeg Jets,0,Arizona Coyotes,0,0,0,0,1500.0379988005302,1470.147049144132,0.5099107160477485,0.4900892839522515
"129,4",2022-02-27,Pittsburgh Penguins,0,Columbus Blue Jackets,0,0,1,0,1540.7279677509364,1442.0952561020642,0.5052497317556706,0.49475026824432944
"129,5",2022-02-27,Vancouver Canucks,0,New York Rangers,0,0,0,1,1467.6595878991968,1498.72892578367,0.5224064336454983,0.4775935663545017
"129,6",2022-02-27,New York Islanders,0,Anaheim Ducks,0,0,1,0,1541.52762789748,1442.9768930537132,0.505140769894026,0.494859230105974
