,Date,Away,Away_Goals,Home,Home_Goals,MOV,Away_B2B,Home_B2B,Away_ELO,Home_ELO,Away_Win_Prob,Home_Win_Prob
"62,2",2021-11-29,Arizona Coyotes,0,Winnipeg Jets,0,0,0,0,1470.147049144132,1500.0379988005302,0.42408928395225154,0.5759107160477485
"62,3",2021-11-29,Pittsburgh Penguins,0,Calgary Flames,0,0,0,0,1540.7279677509364,1486.0150445429372,0.5450937460092917,0.4549062539907083
"63,0",2021-11-30,Detroit Red Wings,0,Boston Bruins,0,0,0,0,1452.5229031169015,1536.007565604796,0.3491160382008639,0.6508839617991361
"63,1",2021-11-30,Washington Capitals,0,Florida Panthers,0,0,0,0,1536.1204106113955,1545.9482247731423,0.45286040951904605,0.547139590480954
"63,2",2021-11-30,San Jose Sharks,0,New Jersey Devils,0,0,0,0,1449.8109709182972,1448.378720253926,0.4690611627176361,0.5309388372823639
"63,3",2021-11-30,New York Islanders,0,Philadelphia Flyers,0,0,0,0,1541.52762789748,1471.1582078374126,0.5669073170558787,0.4330926829441213
"63,4",2021-11-30,Tampa Bay Lightning,0,St. Louis Blues,0,0,0,0,1563.1276521234515,1485.2672940343534,0.5772112420770268,0.4227887579229732
"63,5",2021-11-30,Columbus Blue Jackets,0,Nashville Predators,0,0,0,0,1442.0952561020642,1525.5450930589127,0.3491633714040904,0.6508366285959096
"63,6",2021-11-30,Arizona Coyotes,0,Minnesota Wild,0,0,1,0,1470.147049144132,1541.9981702556054,0.26504723467961,0.73495276532039
"63,7",2021-11-30,Carolina Hurricanes,0,Dallas Stars,0,0,0,0,1534.974071024255,1473.3941648592456,0.5547041340234562,0.4452958659765438
"63,8",2021-11-30,Anaheim Ducks,0,Los Angeles Kings,0,0,0,0,1442.9768930537132,1452.730493774311,0.45296712647847515,0.5470328735215249
"64,0",2021-12-01,Philadelphia Flyers,0,New York Rangers,0,0,1,0,1471.1582078374126,1498.72892578367,0.3274056237865104,0.6725943762134896
"64,1",2021-12-01,Colorado Avalanche,0,Toronto Maple Leafs,0,0,0,0,1562.216140913711,1521.7383346071497,0.5249901106608761,0.4750098893391239
"64,2",2021-12-01,Vancouver Canucks,0,Ottawa Senators,0,0,0,0,1467.6595878991968,1486.7316160132636,0.439580680756087,0.560419319243913
"64,3",2021-12-01,Seattle Kraken,0,Detroit Red Wings,0,0,0,1,1500.0,1452.5229031169015,0.6349029041610456,0.36509709583895444
"64,4",2021-12-01,Pittsburgh Penguins,0,Edmonton Oilers,0,0,0,0,1540.7279677509364,1524.6453623512457,0.49012821296646336,0.5098717870335366
"64,5",2021-12-01,Vegas Golden Knights,0,Anaheim Ducks,0,0,0,1,1559.7569702625942,1442.9768930537132,0.7290045874069309,0.27099541259306914
"65,0",2021-12-02,Colorado Avalanche,0,Montréal Canadiens,0,0,1,0,1562.216140913711,1524.338485276843,0.4212953891727641,0.5787046108272359
"65,1",2021-12-02,St. Louis Blues,0,Tampa Bay Lightning,0,0,0,0,1485.2672940343534,1563.1276521234515,0.35678875792297327,0.6432112420770267
"65,2",2021-12-02,Buffalo Sabres,0,Florida Panthers,0,0,0,0,1440.654305177491,1545.9482247731423,0.3199446659054319,0.6800553340945681
"65,3",2021-12-02,Chicago Blackhawks,0,Washington Capitals,0,0,0,0,1471.1529819944997,1536.1204106113955,0.3745790410975487,0.6254209589024513
"65,4",2021-12-02,Ottawa Senators,0,Carolina Hurricanes,0,0,1,0,1486.7316160132636,1534.974071024255,0.2980162961150876,0.7019837038849124
"65,5",2021-12-02,San Jose Sharks,0,New York Islanders,0,0,0,0,1449.8109709182972,1541.52762789748,0.33799199027814075,0.6620080097218592
"65,6",2021-12-02,Boston Bruins,0,Nashville Predators,0,0,0,0,1536.007565604796,1525.5450930589127,0.48205215874456986,0.5179478412554301
"65,7",2021-12-02,New Jersey Devils,0,Minnesota Wild,0,0,0,0,1448.378720253926,1541.9981702556054,0.3354395807038897,0.6645604192961103
"65,8",2021-12-02,Columbus Blue Jackets,0,Dallas Stars,0,0,0,0,1442.0952561020642,1473.3941648592456,0.4220787019122627,0.5779212980877373
"65,9",2021-12-02,Calgary Flames,0,Los Angeles Kings,0,0,0,0,1486.0150445429372,1452.730493774311,0.5147543157401976,0.4852456842598024
"66,0",2021-12-03,San Jose Sharks,0,New York Rangers,0,0,1,0,1449.8109709182972,1498.72892578367,0.2970629349698579,0.7029370650301421
"66,1",2021-12-03,New Jersey Devils,0,Winnipeg Jets,0,0,1,0,1448.378720253926,1500.0379988005302,0.2931993818034797,0.7068006181965203
"66,2",2021-12-03,Vegas Golden Knights,0,Arizona Coyotes,0,0,0,0,1559.7569702625942,1470.147049144132,0.5931736095881973,0.4068263904118027
"66,3",2021-12-03,Calgary Flames,0,Anaheim Ducks,0,0,1,0,1486.0150445429372,1442.9768930537132,0.4286220101637743,0.5713779898362257
"66,4",2021-12-03,Edmonton Oilers,0,Seattle Kraken,0,0,0,0,1524.6453623512457,1500.0,0.5024081586763375,0.4975918413236625
"67,0",2021-12-04,St. Louis Blues,0,Florida Panthers,0,0,0,0,1485.2672940343534,1545.9482247731423,0.38055035662522985,0.6194496433747702
"67,1",2021-12-04,Tampa Bay Lightning,0,Boston Bruins,0,0,0,0,1563.1276521234515,1536.007565604796,0.5059498663420222,0.4940501336579778
"67,2",2021-12-04,Colorado Avalanche,0,Ottawa Senators,0,0,0,0,1562.216140913711,1486.7316160132636,0.5739534041186752,0.42604659588132476
"67,3",2021-12-04,New York Islanders,0,Detroit Red Wings,0,0,0,0,1541.52762789748,1452.5229031169015,0.5923577654298682,0.4076422345701318
"67,4",2021-12-04,Columbus Blue Jackets,0,Washington Capitals,0,0,0,0,1442.0952561020642,1536.1204106113955,0.33489631398472164,0.6651036860152784
"67,5",2021-12-04,Buffalo Sabres,0,Carolina Hurricanes,0,0,0,0,1440.654305177491,1534.974071024255,0.3345020187565726,0.6654979812434274
"67,6",2021-12-04,Montréal Canadiens,0,Nashville Predators,0,0,0,0,1524.338485276843,1525.5450930589127,0.4652635587985192,0.5347364412014808
"67,7",2021-12-04,Toronto Maple Leafs,0,Minnesota Wild,0,0,0,0,1521.7383346071497,1541.9981702556054,0.43787675501328593,0.5621232449867141
"67,8",2021-12-04,Chicago Blackhawks,0,New York Rangers,0,0,0,1,1471.1529819944997,1498.72892578367,0.5273981503634902,0.47260184963650975
"67,9",2021-12-04,Pittsburgh Penguins,0,Vancouver Canucks,0,0,0,0,1540.7279677509364,1467.6595878991968,0.5706305016229927,0.42936949837700733
"68,0",2021-12-05,Tampa Bay Lightning,0,Philadelphia Flyers,0,0,1,0,1563.1276521234515,1471.1582078374126,0.4963475177681932,0.5036524822318068
"68,1",2021-12-05,San Jose Sharks,0,Columbus Blue Jackets,0,0,0,1,1449.8109709182972,1442.0952561020642,0.5781019811740659,0.42189801882593414
"68,2",2021-12-05,Toronto Maple Leafs,0,Winnipeg Jets,0,0,1,0,1521.7383346071497,1500.0379988005302,0.3981887475830055,0.6018112524169945
"68,3",2021-12-05,Chicago Blackhawks,0,New York Islanders,0,0,1,1,1471.1529819944997,1541.52762789748,0.367085462639662,0.632914537360338
"68,4",2021-12-05,Los Angeles Kings,0,Edmonton Oilers,0,0,0,0,1452.730493774311,1524.6453623512457,0.36495931230842904,0.635040687691571
"68,5",2021-12-05,Calgary Flames,0,Vegas Golden Knights,0,0,0,0,1486.0150445429372,1559.7569702625942,0.36244220049307996,0.63755779950692
"69,0",2021-12-06,Colorado Avalanche,0,Philadelphia Flyers,0,0,0,1,1562.216140913711,1471.1582078374126,0.6951227069739845,0.3048772930260155
"69,1",2021-12-06,Anaheim Ducks,0,Washington Capitals,0,0,0,0,1442.9768930537132,1536.1204106113955,0.33607731310653266,0.6639226868934673
"69,2",2021-12-06,Arizona Coyotes,0,Dallas Stars,0,0,0,0,1470.147049144132,1473.3941648592456,0.4623271609011722,0.5376728390988278
"69,3",2021-12-06,Los Angeles Kings,0,Vancouver Canucks,0,0,1,0,1452.730493774311,1467.6595878991968,0.3455285196367238,0.6544714803632762
"69,4",2021-12-06,Pittsburgh Penguins,0,Seattle Kraken,0,0,0,0,1540.7279677509364,1500.0,0.5253452495406873,0.4746547504593127
"70,0",2021-12-07,Columbus Blue Jackets,0,Toronto Maple Leafs,0,0,0,0,1442.0952561020642,1521.7383346071497,0.35435064548396145,0.6456493545160386
"70,1",2021-12-07,Tampa Bay Lightning,0,Montréal Canadiens,0,0,0,0,1563.1276521234515,1524.338485276843,0.5225913187399218,0.4774086812600782
"70,2",2021-12-07,New York Islanders,0,Ottawa Senators,0,0,0,0,1541.52762789748,1486.7316160132636,0.5452103989097402,0.4547896010902598
"70,3",2021-12-07,Nashville Predators,0,Detroit Red Wings,0,0,0,0,1525.5450930589127,1452.5229031169015,0.5705668827195914,0.42943311728040856
"70,4",2021-12-07,Anaheim Ducks,0,Buffalo Sabres,0,0,1,0,1442.9768930537132,1440.654305177491,0.37034242284896646,0.6296575771510335
"70,5",2021-12-07,Florida Panthers,0,St. Louis Blues,0,0,0,0,1545.9482247731423,1485.2672940343534,0.5534496433747702,0.4465503566252298
"70,6",2021-12-07,Carolina Hurricanes,0,Winnipeg Jets,0,0,0,0,1534.974071024255,1500.0379988005302,0.5171082794521467,0.48289172054785334
"70,7",2021-12-07,New York Rangers,0,Chicago Blackhawks,0,0,0,0,1498.72892578367,1471.1529819944997,0.5066018496365097,0.49339815036349033
"70,8",2021-12-07,Minnesota Wild,0,Edmonton Oilers,0,0,0,0,1541.9981702556054,1524.6453623512457,0.49195195354742893,0.5080480464525711
"70,9",2021-12-07,Calgary Flames,0,San Jose Sharks,0,0,0,0,1486.0150445429372,1449.8109709182972,0.5189140845348313,0.48108591546516866
"71,0",2021-12-08,Philadelphia Flyers,0,New Jersey Devils,0,0,0,0,1471.1582078374126,1448.378720253926,0.4997354244482298,0.5002645755517702
"71,1",2021-12-08,Colorado Avalanche,0,New York Rangers,0,0,0,1,1562.216140913711,1498.72892578367,0.6573619329328777,0.3426380670671223
"71,2",2021-12-08,Boston Bruins,0,Vancouver Canucks,0,0,0,0,1536.007565604796,1467.6595878991968,0.5641111564926967,0.4358888435073033
"71,3",2021-12-08,Dallas Stars,0,Vegas Golden Knights,0,0,0,0,1473.3941648592456,1559.7569702625942,0.34521201008551894,0.6547879899144811
"72,0",2021-12-09,Tampa Bay Lightning,0,Toronto Maple Leafs,0,0,0,0,1563.1276521234515,1521.7383346071497,0.5262838389564617,0.4737161610435383
"72,1",2021-12-09,Chicago Blackhawks,0,Montréal Canadiens,0,0,0,0,1471.1529819944997,1524.338485276843,0.3910522251984412,0.6089477748015588
"72,2",2021-12-09,Anaheim Ducks,0,Columbus Blue Jackets,0,0,0,0,1442.9768930537132,1442.0952561020642,0.468268774840646,0.531731225159354
"72,3",2021-12-09,Nashville Predators,0,New York Islanders,0,0,0,0,1525.5450930589127,1541.52762789748,0.4440154939194514,0.5559845060805486
"72,4",2021-12-09,Detroit Red Wings,0,St. Louis Blues,0,0,0,0,1452.5229031169015,1485.2672940343534,0.4200160596127589,0.5799839403872411
"72,5",2021-12-09,Carolina Hurricanes,0,Calgary Flames,0,0,0,0,1534.974071024255,1486.0150445429372,0.5369950144671034,0.4630049855328966
"72,6",2021-12-09,Boston Bruins,0,Edmonton Oilers,0,0,1,0,1536.007565604796,1524.6453623512457,0.3833456981284409,0.6166543018715591
"72,7",2021-12-09,Winnipeg Jets,0,Seattle Kraken,0,0,0,0,1500.0379988005302,1500.0,0.4670546846695648,0.5329453153304352
"72,8",2021-12-09,Dallas Stars,0,Los Angeles Kings,0,0,1,0,1473.3941648592456,1452.730493774311,0.39670239973153276,0.6032976002684672
"72,9",2021-12-09,Minnesota Wild,0,San Jose Sharks,0,0,0,0,1541.9981702556054,1449.8109709182972,0.5966398730239583,0.40336012697604173
"73,0",2021-12-10,New York Rangers,0,Buffalo Sabres,0,0,0,0,1498.72892578367,1440.654305177491,0.549806330980857,0.45019366901914304
"73,1",2021-12-10,Pittsburgh Penguins,0,Washington Capitals,0,0,0,0,1540.7279677509364,1536.1204106113955,0.4736304190466982,0.5263695809533018
"73,2",2021-12-10,Nashville Predators,0,New Jersey Devils,0,0,1,0,1525.5450930589127,1448.378720253926,0.4762606238235103,0.5237393761764897
"73,3",2021-12-10,Detroit Red Wings,0,Colorado Avalanche,0,0,1,0,1452.5229031169015,1562.216140913711,0.21418295266267592,0.785817047337324
"73,4",2021-12-10,Florida Panthers,0,Arizona Coyotes,0,0,0,0,1545.9482247731423,1470.147049144132,0.5743881653405124,0.4256118346594876
"73,5",2021-12-10,Winnipeg Jets,0,Vancouver Canucks,0,0,1,0,1500.0379988005302,1467.6595878991968,0.41346185195298446,0.5865381480470155
"73,6",2021-12-10,Philadelphia Flyers,0,Vegas Golden Knights,0,0,0,0,1471.1582078374126,1559.7569702625942,0.3421898980612361,0.6578101019387639
"74,0",2021-12-11,Tampa Bay Lightning,0,Ottawa Senators,0,0,0,0,1563.1276521234515,1486.7316160132636,0.5752044477361201,0.4247955522638799
"74,1",2021-12-11,Washington Capitals,0,Buffalo Sabres,0,0,1,1,1536.1204106113955,1440.654305177491,0.6010305032962439,0.39896949670375614
"74,2",2021-12-11,Chicago Blackhawks,0,Toronto Maple Leafs,0,0,0,0,1471.1529819944997,1521.7383346071497,0.39471190017083035,0.6052880998291696
"74,3",2021-12-11,Anaheim Ducks,0,Pittsburgh Penguins,0,0,0,1,1442.9768930537132,1540.7279677509364,0.42992286550081493,0.5700771344991851
"74,4",2021-12-11,Montréal Canadiens,0,St. Louis Blues,0,0,0,0,1524.338485276843,1485.2672940343534,0.5229921310682842,0.47700786893171576
"74,5",2021-12-11,New Jersey Devils,0,New York Islanders,0,0,1,0,1448.378720253926,1541.52762789748,0.23607008801902082,0.7639299119809791
"74,6",2021-12-11,Philadelphia Flyers,0,Arizona Coyotes,0,0,1,1,1471.1582078374126,1470.147049144132,0.4684551702251334,0.5315448297748666
"74,7",2021-12-11,Boston Bruins,0,Calgary Flames,0,0,0,0,1536.007565604796,1486.0150445429372,0.5384525741855212,0.46154742581447883
"74,8",2021-12-11,Carolina Hurricanes,0,Edmonton Oilers,0,0,0,0,1534.974071024255,1524.6453623512457,0.4818598292961266,0.5181401707038734
"74,9",2021-12-11,Columbus Blue Jackets,0,Seattle Kraken,0,0,0,0,1442.0952561020642,1500.0,0.3844314552146757,0.6155685447853243
"74,10",2021-12-11,Minnesota Wild,0,Los Angeles Kings,0,0,0,0,1541.9981702556054,1452.730493774311,0.5927123293015346,0.4072876706984654
"74,11",2021-12-11,Dallas Stars,0,San Jose Sharks,0,0,0,0,1473.3941648592456,1449.8109709182972,0.5008869166231559,0.4991130833768441
"75,0",2021-12-12,Nashville Predators,0,New York Rangers,0,0,0,0,1525.5450930589127,1498.72892578367,0.5055151160305186,0.4944848839694814
"75,1",2021-12-12,Anaheim Ducks,0,St. Louis Blues,0,0,1,1,1442.9768930537132,1485.2672940343534,0.40643802388258876,0.5935619761174112
"75,2",2021-12-12,Florida Panthers,0,Colorado Avalanche,0,0,0,0,1545.9482247731423,1562.216140913711,0.44360568064201034,0.5563943193579897
"75,3",2021-12-12,Minnesota Wild,0,Vegas Golden Knights,0,0,1,0,1541.9981702556054,1559.7569702625942,0.34146526616533823,0.6585347338346618
"75,4",2021-12-12,Carolina Hurricanes,0,Vancouver Canucks,0,0,1,0,1534.974071024255,1467.6595878991968,0.46267912018718793,0.5373208798128121
"76,0",2021-12-13,Calgary Flames,0,Chicago Blackhawks,0,0,0,0,1486.0150445429372,1471.1529819944997,0.4883751912668778,0.5116248087331222
"77,0",2021-12-14,Vegas Golden Knights,0,Boston Bruins,0,0,0,0,1559.7569702625942,1536.007565604796,0.5011250066355858,0.4988749933644142
"77,1",2021-12-14,Los Angeles Kings,0,Tampa Bay Lightning,0,0,0,0,1452.730493774311,1563.1276521234515,0.3132651278723938,0.6867348721276062
"77,2",2021-12-14,Ottawa Senators,0,Florida Panthers,0,0,0,0,1486.7316160132636,1545.9482247731423,0.38259616721282896,0.617403832787171
"77,3",2021-12-14,New Jersey Devils,0,Philadelphia Flyers,0,0,0,0,1448.378720253926,1471.1582078374126,0.4342645755517701,0.5657354244482299
"77,4",2021-12-14,Montréal Canadiens,0,Pittsburgh Penguins,0,0,0,0,1524.338485276843,1540.7279677509364,0.44343111848192873,0.5565688815180713
"77,5",2021-12-14,New York Islanders,0,Detroit Red Wings,0,0,0,0,1541.52762789748,1452.5229031169015,0.5923577654298682,0.4076422345701318
"77,6",2021-12-14,Calgary Flames,0,Nashville Predators,0,0,1,0,1486.0150445429372,1525.5450930589127,0.3103558981232538,0.6896441018767462
"77,7",2021-12-14,Carolina Hurricanes,0,Minnesota Wild,0,0,0,0,1534.974071024255,1541.9981702556054,0.4568928856136376,0.5431071143863624
"77,8",2021-12-14,Buffalo Sabres,0,Winnipeg Jets,0,0,0,0,1440.654305177491,1500.0379988005302,0.3823625837430583,0.6176374162569417
"77,9",2021-12-14,St. Louis Blues,0,Dallas Stars,0,0,0,0,1485.2672940343534,1473.3941648592456,0.4840801579811661,0.5159198420188339
"77,10",2021-12-14,New York Rangers,0,Colorado Avalanche,0,0,0,0,1498.72892578367,1562.216140913711,0.37663806706712233,0.6233619329328777
"77,11",2021-12-14,Toronto Maple Leafs,0,Edmonton Oilers,0,0,0,0,1521.7383346071497,1524.6453623512457,0.4628165484072423,0.5371834515927577
"77,12",2021-12-14,Columbus Blue Jackets,0,Vancouver Canucks,0,0,0,0,1442.0952561020642,1467.6595878991968,0.4302762197676192,0.5697237802323808
"77,13",2021-12-14,Seattle Kraken,0,San Jose Sharks,0,0,0,0,1500.0,1449.8109709182972,0.5387295742776548,0.4612704257223452
"78,0",2021-12-15,Washington Capitals,0,Chicago Blackhawks,0,0,0,0,1536.1204106113955,1471.1529819944997,0.5594209589024514,0.44057904109754864
"78,1",2021-12-15,New York Rangers,0,Arizona Coyotes,0,0,1,0,1498.72892578367,1470.147049144132,0.4080400880842683,0.5919599119157317
"78,2",2021-12-15,Seattle Kraken,0,Anaheim Ducks,0,0,1,0,1500.0,1442.9768930537132,0.4483338523724578,0.5516661476275422
"79,0",2021-12-16,Philadelphia Flyers,0,Montréal Canadiens,0,0,0,0,1471.1582078374126,1524.338485276843,0.3910595722906699,0.6089404277093301
"79,1",2021-12-16,Ottawa Senators,0,Tampa Bay Lightning,0,0,0,0,1486.7316160132636,1563.1276521234515,0.3587955522638798,0.6412044477361202
"79,2",2021-12-16,Los Angeles Kings,0,Florida Panthers,0,0,0,0,1452.730493774311,1545.9482247731423,0.33597783959143845,0.6640221604085615
"79,3",2021-12-16,Vegas Golden Knights,0,New Jersey Devils,0,0,0,0,1559.7569702625942,1448.378720253926,0.622012186002343,0.377987813997657
"79,4",2021-12-16,Detroit Red Wings,0,Carolina Hurricanes,0,0,0,0,1452.5229031169015,1534.974071024255,0.35052166327575396,0.649478336724246
"79,5",2021-12-16,Boston Bruins,0,New York Islanders,0,0,0,0,1536.007565604796,1541.52762789748,0.45905666014816493,0.5409433398518351
"79,6",2021-12-16,Colorado Avalanche,0,Nashville Predators,0,0,0,0,1562.216140913711,1525.5450930589127,0.5195787766374356,0.48042122336256443
"79,7",2021-12-16,Buffalo Sabres,0,Minnesota Wild,0,0,0,0,1440.654305177491,1541.9981702556054,0.32515472539375123,0.6748452746062488
"79,8",2021-12-16,Toronto Maple Leafs,0,Calgary Flames,0,0,0,0,1521.7383346071497,1486.0150445429372,0.518229542371913,0.481770457628087
"79,9",2021-12-16,Columbus Blue Jackets,0,Edmonton Oilers,0,0,0,0,1442.0952561020642,1524.6453623512457,0.350387015487593,0.649612984512407
"79,10",2021-12-16,Vancouver Canucks,0,San Jose Sharks,0,0,0,0,1467.6595878991968,1449.8109709182972,0.4926636520315564,0.5073363479684436
"80,0",2021-12-17,Vegas Golden Knights,0,New York Rangers,0,0,1,0,1559.7569702625942,1498.72892578367,0.45393416310978685,0.5460658368902132
"80,1",2021-12-17,Buffalo Sabres,0,Pittsburgh Penguins,0,0,1,0,1440.654305177491,1540.7279677509364,0.22683731585765307,0.7731626841423469
"80,2",2021-12-17,Dallas Stars,0,St. Louis Blues,0,0,0,0,1473.3941648592456,1485.2672940343534,0.44991984201883384,0.5500801579811662
"80,3",2021-12-17,Washington Capitals,0,Winnipeg Jets,0,0,0,0,1536.1204106113955,1500.0379988005302,0.5187408802917995,0.48125911970820046
"80,4",2021-12-17,Nashville Predators,0,Chicago Blackhawks,0,0,1,0,1525.5450930589127,1471.1529819944997,0.4446432579901949,0.5553567420098051
"80,5",2021-12-17,Arizona Coyotes,0,Anaheim Ducks,0,0,0,0,1470.147049144132,1442.9768930537132,0.5060214841817173,0.49397851581828267
"81,0",2021-12-18,Florida Panthers,0,Minnesota Wild,0,0,0,0,1545.9482247731423,1541.9981702556054,0.47268434049190233,0.5273156595080977
"81,1",2021-12-18,Boston Bruins,0,Montréal Canadiens,0,0,0,0,1536.007565604796,1524.338485276843,0.4837868449023246,0.5162131550976754
"81,2",2021-12-18,Ottawa Senators,0,Philadelphia Flyers,0,0,0,0,1486.7316160132636,1471.1582078374126,0.4893969381313672,0.5106030618686328
"81,3",2021-12-18,Los Angeles Kings,0,Carolina Hurricanes,0,0,0,0,1452.730493774311,1534.974071024255,0.3508042369012524,0.6491957630987476
"81,4",2021-12-18,Toronto Maple Leafs,0,Vancouver Canucks,0,0,0,0,1521.7383346071497,1467.6595878991968,0.5442031034898821,0.4557968965101179
"81,5",2021-12-18,New Jersey Devils,0,Detroit Red Wings,0,0,0,0,1448.378720253926,1452.5229031169015,0.4610363242732187,0.5389636757267813
"81,6",2021-12-18,Chicago Blackhawks,0,Dallas Stars,0,0,1,1,1471.1529819944997,1473.3941648592456,0.46377472332591707,0.5362252766740829
"81,7",2021-12-18,Tampa Bay Lightning,0,Colorado Avalanche,0,0,0,0,1563.1276521234515,1562.216140913711,0.4683117670676652,0.5316882329323348
"81,8",2021-12-18,Columbus Blue Jackets,0,Calgary Flames,0,0,0,0,1442.0952561020642,1486.0150445429372,0.40412887717375645,0.5958711228262435
"81,9",2021-12-18,Edmonton Oilers,0,Seattle Kraken,0,0,0,0,1524.6453623512457,1500.0,0.5024081586763375,0.4975918413236625
"82,0",2021-12-19,Vegas Golden Knights,0,New York Islanders,0,0,0,0,1559.7569702625942,1541.52762789748,0.4932100854909426,0.5067899145090574
"82,1",2021-12-19,St. Louis Blues,0,Winnipeg Jets,0,0,0,0,1485.2672940343534,1500.0379988005302,0.4457560443405503,0.5542439556594497
"82,2",2021-12-19,Boston Bruins,0,Ottawa Senators,0,0,1,1,1536.007565604796,1486.7316160132636,0.5374421081978985,0.4625578918021015
"82,3",2021-12-19,Nashville Predators,0,Carolina Hurricanes,0,0,0,1,1525.5450930589127,1534.974071024255,0.5534339402989435,0.44656605970105645
"82,4",2021-12-19,Pittsburgh Penguins,0,New Jersey Devils,0,0,0,1,1540.7279677509364,1448.378720253926,0.6968573752467407,0.30314262475325926
"82,5",2021-12-19,Los Angeles Kings,0,Washington Capitals,0,0,1,0,1452.730493774311,1536.1204106113955,0.24924481721087585,0.7507551827891241
"82,6",2021-12-19,Toronto Maple Leafs,0,Seattle Kraken,0,0,1,1,1521.7383346071497,1500.0,0.49824321910553626,0.5017567808944637
"82,7",2021-12-19,Arizona Coyotes,0,Vancouver Canucks,0,0,0,1,1470.147049144132,1467.6595878991968,0.5705796833261454,0.4294203166738546
"83,0",2021-12-20,Columbus Blue Jackets,0,Buffalo Sabres,0,0,0,0,1442.0952561020642,1440.654305177491,0.46907368318447384,0.5309263168155262
"83,1",2021-12-20,Montréal Canadiens,0,New York Islanders,0,0,0,1,1524.338485276843,1541.52762789748,0.5422829986629921,0.4577170013370079
"83,2",2021-12-20,Colorado Avalanche,0,Detroit Red Wings,0,0,0,0,1562.216140913711,1452.5229031169015,0.6198170473373239,0.3801829526626761
"83,3",2021-12-20,Minnesota Wild,0,Dallas Stars,0,0,0,0,1541.9981702556054,1473.3941648592456,0.5644656602410283,0.4355343397589717
"83,4",2021-12-20,Anaheim Ducks,0,Edmonton Oilers,0,0,0,0,1442.9768930537132,1524.6453623512457,0.3515874866079516,0.6484125133920484
"84,0",2021-12-21,Carolina Hurricanes,0,Boston Bruins,0,0,0,0,1534.974071024255,1536.007565604796,0.4655126861275338,0.5344873138724662
"84,1",2021-12-21,St. Louis Blues,0,Ottawa Senators,0,0,0,0,1485.2672940343534,1486.7316160132636,0.4648926837526529,0.5351073162473471
"84,2",2021-12-21,Washington Capitals,0,Philadelphia Flyers,0,0,0,0,1536.1204106113955,1471.1582078374126,0.5594136952423471,0.4405863047576529
"84,3",2021-12-21,New Jersey Devils,0,Pittsburgh Penguins,0,0,0,0,1448.378720253926,1540.7279677509364,0.3371426247532592,0.6628573752467408
"84,4",2021-12-21,Winnipeg Jets,0,Nashville Predators,0,0,0,0,1500.0379988005302,1525.5450930589127,0.43035814784151605,0.569641852158484
"84,5",2021-12-21,Florida Panthers,0,Chicago Blackhawks,0,0,0,0,1545.9482247731423,1471.1529819944997,0.5730064348746171,0.4269935651253829
"84,6",2021-12-21,Anaheim Ducks,0,Calgary Flames,0,0,1,0,1442.9768930537132,1486.0150445429372,0.30537798983622566,0.6946220101637743
"84,7",2021-12-21,Tampa Bay Lightning,0,Vegas Golden Knights,0,0,0,0,1563.1276521234515,1559.7569702625942,0.4718506489469442,0.5281493510530558
"84,8",2021-12-21,Arizona Coyotes,0,Seattle Kraken,0,0,0,0,1470.147049144132,1500.0,0.4241435663613313,0.5758564336386687
"84,9",2021-12-21,Vancouver Canucks,0,San Jose Sharks,0,0,0,0,1467.6595878991968,1449.8109709182972,0.4926636520315564,0.5073363479684436
"85,0",2021-12-22,Colorado Avalanche,0,Buffalo Sabres,0,0,0,0,1562.216140913711,1440.654305177491,0.6351359285843725,0.3648640714156275
"85,1",2021-12-22,Montréal Canadiens,0,New York Rangers,0,0,0,0,1524.338485276843,1498.72892578367,0.5037885163802721,0.4962114836197279
"85,2",2021-12-22,Winnipeg Jets,0,Dallas Stars,0,0,1,0,1500.0379988005302,1473.3941648592456,0.4052685706190329,0.5947314293809671
"85,3",2021-12-22,Edmonton Oilers,0,Los Angeles Kings,0,0,0,0,1524.6453623512457,1452.730493774311,0.5690406876915709,0.4309593123084291
"86,0",2021-12-23,St. Louis Blues,0,Toronto Maple Leafs,0,0,0,0,1485.2672940343534,1521.7383346071497,0.41470589128389324,0.5852941087161068
"86,1",2021-12-23,Colorado Avalanche,0,Boston Bruins,0,0,1,0,1562.216140913711,1536.007565604796,0.404645793043255,0.595354206956745
"86,2",2021-12-23,Carolina Hurricanes,0,Ottawa Senators,0,0,0,0,1534.974071024255,1486.7316160132636,0.5359837038849123,0.46401629611508766
"86,3",2021-12-23,Nashville Predators,0,Florida Panthers,0,0,0,0,1525.5450930589127,1545.9482247731423,0.43767123997819024,0.5623287600218098
"86,4",2021-12-23,Montréal Canadiens,0,New Jersey Devils,0,0,1,0,1524.338485276843,1448.378720253926,0.47460584454633714,0.5253941554536629
"86,5",2021-12-23,Philadelphia Flyers,0,Pittsburgh Penguins,0,0,0,0,1471.1582078374126,1540.7279677509364,0.3681980459509864,0.6318019540490136
"86,6",2021-12-23,Buffalo Sabres,0,Columbus Blue Jackets,0,0,1,0,1440.654305177491,1442.0952561020642,0.3649263168155261,0.6350736831844739
"86,7",2021-12-23,Washington Capitals,0,New York Islanders,0,0,0,0,1536.1204106113955,1541.52762789748,0.4592190170121302,0.5407809829878698
"86,8",2021-12-23,Detroit Red Wings,0,Minnesota Wild,0,0,0,0,1452.5229031169015,1541.9981702556054,0.3410078508951103,0.6589921491048897
